,project,has_repo,repo_sha,repo_commits,repo_size,has_wiki,wiki_sha,wiki_commits,wiki_size,image_refs,normal_analysis,has_readme,wiki_pages,extended_analysis,has_readme_ever,wiki_pages_ever
392,request/request,TRUE,3c0cddc7c8eb60b470e9519da85896ed7ee0081e,1030,3532,TRUE,7571f6ddefe9a6ac62708d7bcdd35141be9e4607,7,196,7,COMPLETED,TRUE,3,COMPLETED,TRUE,4
393,angular/angular-cli,TRUE,9fafb2e1251f6790392a1f9c84854086c85d2191,9364,136892,TRUE,0344911182042d1dccc941c2e626f8ba375f1c65,148,1040,8,COMPLETED,TRUE,124,TIMEOUT,,
394,transloadit/uppy,TRUE,ef8c5ccc087d5f0d8b2f330819a751f722a737dd,4853,670064,FALSE,,,,5,COMPLETED,TRUE,0,COMPLETED,TRUE,0
395,select2/select2,TRUE,5c38f186c98d793c7d396442986191ca05634d0a,1591,21140,TRUE,18ffb903826087db15361961b449eeb395e19ba3,56,264,17,COMPLETED,TRUE,9,COMPLETED,TRUE,12
396,mobxjs/mobx,TRUE,63698d0681988194bac5fc01851882b417b35f18,1828,33836,TRUE,bbf3a7d000c93fb707f1285157ff8d004099a444,45,236,27,COMPLETED,TRUE,5,COMPLETED,TRUE,7
397,github/fetch,TRUE,fb5b0cf42b470faf8c5448ab461d561f34380a30,300,952,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
398,fengdu78/Coursera-ML-AndrewNg-Notes,TRUE,f2757f85b99a2b800f4c2e3e9ea967d9e17dfbd8,93,859720,TRUE,a711d83c62bbf106dcb947ee9325e7683631f712,1,188,1,COMPLETED,TRUE,1,COMPLETED,TRUE,1
399,Modernizr/Modernizr,TRUE,28d969e85cd8ebe5854f6296fd6aace241f6bdf7,1376,24120,TRUE,12d93a53ce5d23e8f7121056d9927e4012dabf80,832,680,5,COMPLETED,TRUE,7,COMPLETED,TRUE,17
400,facebookresearch/Detectron,TRUE,1809dd41c1ffc881c0d6b1c16ea38d08894f8b6d,141,10044,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
401,rust-lang/rustlings,TRUE,d27f5a7d41bf0ac775836c87171f88e59257fb6a,623,3084,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
402,cheeriojs/cheerio,TRUE,4c1f120e064b0648ed7ac36a38599b2175f88f79,1549,9340,TRUE,b512d4ab897d4a68efc2e9a2c909997fab64cf6b,75,336,6,COMPLETED,FALSE,4,COMPLETED,FALSE,6
403,microsoft/calculator,TRUE,91adfd8e9e14b9719e51f4c5e2e06380b6f429cc,646,65916,FALSE,,,,2,COMPLETED,TRUE,0,COMPLETED,TRUE,0
404,geekcompany/ResumeSample,TRUE,b7c06ba37071ee5e6605b619157a00f12353a171,24,316,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
405,codemirror/CodeMirror,TRUE,f5e456edc213f28a719fedce719dfa0aa8728e70,6924,27016,TRUE,baf6b51d736a1f4eca29a434f7ec895cf4e9a207,248,296,2,COMPLETED,TRUE,4,COMPLETED,TRUE,11
406,hashicorp/consul,TRUE,a407d378af120741ef9fa8745bc54fa2db56644f,9295,483176,TRUE,75be9e739e71ea9b86e5ebf34055cedfc48b8141,3,188,3,COMPLETED,TRUE,1,COMPLETED,TRUE,1
407,JedWatson/react-select,TRUE,ec3bd2eb7f5b10fa6ce3f9cac9d811a46a74f42a,1124,21636,TRUE,0c5cad2349caafef93ffa7d156f51a23384b813b,6,192,4,COMPLETED,TRUE,2,COMPLETED,TRUE,2
408,pcottle/learnGitBranching,TRUE,5b60751174e713a217571ed736935298deae1f8d,1716,43584,TRUE,66330d2ab00e8cf6af4a6aa0099b28625c2639b0,11,200,36,COMPLETED,TRUE,2,COMPLETED,TRUE,5
409,alibaba/fastjson,TRUE,7abc84fc2c208f148970ca854f2f6a59466e47ae,2918,38240,TRUE,cbf8fc44401d6a6f74cca73f3987fdee8ff10656,948,1268,43,COMPLETED,TRUE,123,TIMEOUT,,
410,odoo/odoo,TRUE,6c8008b2e9ba0e58b940d8f0e6ad7b13d6b8c9bd,43685,5793740,TRUE,d2bfbe30367f518bc93ccb41abd9e57a8c724c23,445,536,12,COMPLETED,TRUE,15,TIMEOUT,,
411,GitbookIO/gitbook,TRUE,6c6ef7f4af32a2977e44dd23d3feb6ebf28970f4,1210,11212,FALSE,,,,5,COMPLETED,TRUE,0,COMPLETED,TRUE,0
412,GoogleChrome/lighthouse,TRUE,16a4ccf6c18e0738ce695a52785966a0365538ab,4575,276928,FALSE,,,,0,COMPLETED,FALSE,0,COMPLETED,FALSE,0
413,realpython/python-guide,TRUE,0a0b45ee8f7386db195220199e96485a417c0c4f,1012,12768,TRUE,2dfb52900f5585d7585e216cda8232ab1a2f5cfb,2,192,0,COMPLETED,FALSE,1,COMPLETED,FALSE,1
414,nylas/nylas-mail,TRUE,e16cb1982e944ae7edb69b1abef1436dd16b442d,4658,138780,FALSE,,,,2,COMPLETED,TRUE,0,COMPLETED,TRUE,0
415,ianstormtaylor/slate,TRUE,0a90e6420ca622077f59208b86ffaba2137c9477,3492,33980,TRUE,79693d4c42ce36e684990c2d2c7977484ee67246,18,192,0,COMPLETED,FALSE,1,COMPLETED,FALSE,2
416,ageron/handson-ml,TRUE,73b7b4ed7cf4243838b8305344510a8d964b9d18,348,112156,FALSE,,,,2,COMPLETED,TRUE,0,COMPLETED,TRUE,0
417,Binaryify/NeteaseCloudMusicApi,TRUE,10df8ecc3c2c564d327ecc83b0fa03f03e97aa52,785,32120,FALSE,,,,0,COMPLETED,FALSE,0,COMPLETED,FALSE,0
418,CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,TRUE,efc9398f81f26340d075229f3d2357ce50fd4630,530,185180,TRUE,cf9dae7970b8d558b3f3d5f5a5b078b6c22e1a1a,1,188,2,COMPLETED,TRUE,1,COMPLETED,TRUE,1
419,Automattic/mongoose,TRUE,f858619b8b8de007f7af6dfb4a5103a80e0a6c22,9255,103600,TRUE,2b3705d0f9724891d9998ed2ff581778fe474af3,272,428,4,COMPLETED,TRUE,10,TIMEOUT,,
420,rstacruz/nprogress,TRUE,e1a8b7fb6e059085df5f83c45d3c2308a147ca18,171,808,FALSE,,,,0,COMPLETED,FALSE,0,COMPLETED,FALSE,0
421,tmux/tmux,TRUE,8ff3091d1677159150dee3791cd244029b9f47d3,5252,21432,TRUE,c23a4c3e77870ac942d7604c27074c62c0d9ad4d,562,3248,27,COMPLETED,FALSE,11,COMPLETED,TRUE,15
422,ajaxorg/ace,TRUE,44b6c12311cd4978b64a9ced4a056ca4f991ec33,3099,66908,TRUE,3174c3f5d841d3c1392f78fee638b3ff65926135,202,384,0,COMPLETED,FALSE,16,TIMEOUT,,
423,hashicorp/vault,TRUE,7e445571b070dead6825a5a1ed9bfbfe1608133f,11825,294416,FALSE,,,,3,COMPLETED,TRUE,0,TIMEOUT,,
424,lenve/vhr,TRUE,760d8fa4026260c7f61b347b4b3a308c311ea74d,148,17472,TRUE,357013f6e84e36531cde8bb2a0c8b5b8c36ab50d,60,3708,45,COMPLETED,TRUE,34,COMPLETED,TRUE,46
425,cockroachdb/cockroach,TRUE,8d34ef1ea15850ee1c70470610b6652df4c317de,25085,1580600,TRUE,6b0e3f5a1b66e42c08a411f5791e19db84303412,651,840,2,COMPLETED,TRUE,28,TIMEOUT,,
426,parallax/jsPDF,TRUE,2d9a91916471f1fbe465dbcdc05db0cf22d720ec,1004,152032,TRUE,edb56d8c9293d6dd33e83a116ee1d32def6aad0d,75,224,8,COMPLETED,TRUE,4,COMPLETED,TRUE,16
427,kubernetes/minikube,TRUE,8dac72ba40069439941603ccae56d4181edcde19,5943,419012,FALSE,,,,6,COMPLETED,TRUE,0,COMPLETED,TRUE,0
428,johnpapa/angular-styleguide,TRUE,7019503f2c8a637d1a70f5719cb17b9669653565,533,7096,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
429,remy/nodemon,TRUE,c870342050480704dcb970c118a4ef3552648e73,777,6496,TRUE,14b73433a30551763ac5fd65c2e1c073dcf183ce,12,204,29,TIMEOUT,,,TIMEOUT,,
430,greenrobot/EventBus,TRUE,842a4a312c4ea1592bd7067a00495eebe129c078,333,3156,TRUE,ec07a8509e1a08ed8b6cdfd717e52b62a1542c0b,7,188,4,COMPLETED,TRUE,1,COMPLETED,TRUE,3
431,ruanyf/weekly,TRUE,7b86537d3b54395af57dc3073dceb6993de7a961,350,9220,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
432,nagadomi/waifu2x,TRUE,bf19e6b2919c7abd5d00493034a94f9e34b50186,309,1792664,TRUE,e02c31befdd336d42e036ae6975e62d1b65b96aa,16,208,1,COMPLETED,TRUE,5,COMPLETED,TRUE,5
433,iview/iview,TRUE,c3f57f17716c2a631b2b0eb95c9c3ab8208b3be8,1937,46868,FALSE,,,,10,COMPLETED,TRUE,0,COMPLETED,TRUE,0
434,hashicorp/vagrant,TRUE,708b688b3fe1ac5201f6a3dcd21d489c4be69851,9908,104320,TRUE,bb4739af11f0d0d0744f6c3001792ceb288920d1,359,488,0,COMPLETED,TRUE,5,COMPLETED,TRUE,20
435,alibaba/easyexcel,TRUE,887ef538139c8f76b1e2591f95532929c0461f31,196,106836,TRUE,fc874fc56155f9a31703df668ed089c22ae1441a,7,196,4,COMPLETED,TRUE,1,COMPLETED,TRUE,2
436,dwmkerr/hacker-laws,TRUE,e8acd183214554fabd16d09a2eede2acfc16fd11,239,6452,FALSE,,,,6,COMPLETED,TRUE,0,COMPLETED,TRUE,0
437,bvaughn/react-virtualized,TRUE,005be24a608add0344284053dae7633be86053b2,1161,51032,TRUE,01294d847d47aca197beec4511745bd5f3fc2277,72,236,74,COMPLETED,TRUE,4,COMPLETED,TRUE,4
438,terryum/awesome-deep-learning-papers,TRUE,1a0a9dfb1ee27f74a1ab47ed1273694ec4778ae7,121,424,FALSE,,,,2,COMPLETED,TRUE,0,COMPLETED,TRUE,0
439,facebookresearch/fastText,TRUE,3697152e0fd772d9185697fdbd4a1d340ca5571d,336,16280,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
440,ggreer/the_silver_searcher,TRUE,a61f1780b64266587e7bc30f0f5f71c6cca97c0f,1181,3580,TRUE,78a8ea4da1a584563ed89244b83b87d0dcf35990,71,220,4,COMPLETED,TRUE,3,COMPLETED,TRUE,3
441,alebcay/awesome-shell,TRUE,84eb9764613492c1e0874cb0ebe5d263014bff92,474,972,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
442,akveo/ngx-admin,TRUE,fd957694783a23905f7e31c91302575c31e36529,539,75072,FALSE,,,,6,COMPLETED,TRUE,0,COMPLETED,TRUE,0
443,OAI/OpenAPI-Specification,TRUE,aa91a19c43f8a12c02efa42d64794e396473f3b1,392,5012,TRUE,f7f2a193737b929ee47d0cce8ea9edfeda21711a,107,296,4,COMPLETED,TRUE,8,COMPLETED,TRUE,19
444,cmderdev/cmder,TRUE,7beb490048d7cd866dd106bebdd2ae97e4d4f7ff,422,4036,TRUE,5a89f0dfcf92b5908937c46a073e0a7b9c0e3448,270,460,76,COMPLETED,TRUE,21,COMPLETED,TRUE,30
445,sharkdp/fd,TRUE,f227bb291ae9e5890309bea45e55df2795441656,908,2360,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
446,influxdata/influxdb,TRUE,85e4e6317e0f9109bf6a9ed9fe813e13d8b11190,10196,210980,TRUE,71562b53ae9da1c81ee5a6d524b7bc9fc361cfee,3,192,2,COMPLETED,TRUE,2,TIMEOUT,,
447,alibaba/canal,TRUE,a96db39420347bbfdc2f4e9ef598701265e3cc1a,825,70372,TRUE,c4291872e4bf2b6c8867cf4e86ec2cd1fe96a31a,534,1400,108,COMPLETED,TRUE,38,COMPLETED,TRUE,57
448,powerline/fonts,TRUE,e80e3eba9091dac0655a0a77472e10f53e754bb0,87,53468,TRUE,352fac9c262008b2e40489c7d7f481f4e93204bc,2,192,0,COMPLETED,FALSE,2,COMPLETED,FALSE,2
449,CodeHubApp/CodeHub,TRUE,7c7df03cdee9f60de64a33b551d0fbc2ac9979d6,552,121752,TRUE,3c2c3df5e3df86cd3a32866c174e63071879ad3a,5,192,7,COMPLETED,TRUE,2,COMPLETED,TRUE,3
450,donnemartin/data-science-ipython-notebooks,TRUE,5b3c00d462c6e9200315afe46d0093948621eb95,474,113456,TRUE,4df85c50df93242db829570a044a8ea773189eb3,2,188,18,COMPLETED,TRUE,1,COMPLETED,TRUE,1
451,SeleniumHQ/selenium,TRUE,9de853d91adeca219d8230fe73ca7e579f769999,23281,2145404,TRUE,dd639972473965cc5ee8de70e3106630bb072bc6,1424,7516,7,COMPLETED,TRUE,58,TIMEOUT,,
452,encode/django-rest-framework,TRUE,2506d0b4f2ac8bdbf35d33b3dd8a56f3e8d0da75,4084,66868,TRUE,f60a32353725ebe2da4eeeecddedb7263cd64fa6,71,252,12,COMPLETED,TRUE,6,COMPLETED,TRUE,8
453,nektos/act,TRUE,4391a10d5a013afb3a4cbc1640eb745132593d7a,556,9232,TRUE,733e12588806532927f6c5031869f28882a692ec,32,3940,20,COMPLETED,TRUE,6,COMPLETED,TRUE,6
454,sqlmapproject/sqlmap,TRUE,99f07b64c538f6cea91c4efeb08529edd5fea823,9558,98028,TRUE,fc1a8e4035f579b6a44f3e3c5e5c7585b604fc61,354,8812,21,COMPLETED,TRUE,13,TIMEOUT,,
455,alibaba/flutter-go,TRUE,a41b2124278e9f17d222ec1cea2ace3042be03f7,229,150324,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
456,ClickHouse/ClickHouse,TRUE,1a67740cd3dd3dd4ddeadd1e21f28b47cb7114e9,25710,1320800,TRUE,612483b7d57e0b91a8b0731e04f0cd089535d5b9,4,188,1,COMPLETED,TRUE,1,COMPLETED,TRUE,1
457,cfenollosa/os-tutorial,TRUE,7aff64740e1e3fba9a64c30c5cead0f88514eb62,134,1536,TRUE,775afe88a549d59ceddd8a0d3d5f3e219485c4f6,2,192,0,COMPLETED,TRUE,2,COMPLETED,TRUE,2
458,hammerjs/hammer.js,TRUE,ff687ea0daa3c806b9accd2ecb1a46165ea3c00a,697,11320,TRUE,a486c9173407254be51d9eb5044c46b21f1640f9,133,288,7,COMPLETED,TRUE,11,COMPLETED,TRUE,14
459,VundleVim/Vundle.vim,TRUE,b255382d6242d7ea3877bf059d2934125e0c4d95,492,1364,TRUE,c0517d40c92a5d617d9096a76e69b9fc4612dbaf,173,312,2,COMPLETED,TRUE,8,COMPLETED,TRUE,14
460,gitlabhq/gitlabhq,TRUE,51338fbd8a3086c8210e7be7762b2545bc91c6db,37636,1722216,TRUE,ca432f2cd341031064a35a0c50b2caf675471a17,699,724,0,COMPLETED,TRUE,59,TIMEOUT,,
461,tj/commander.js,TRUE,dccc90676aa960563ae0d0f3414a64a231286a69,732,4816,TRUE,be1173dbf7598b5ea7cd541a12a160aab1331a6d,9,204,0,COMPLETED,FALSE,2,COMPLETED,FALSE,2
462,CymChad/BaseRecyclerViewAdapterHelper,TRUE,646c80470716a1a273a48907aad7e3901ea03880,601,68156,TRUE,35407a305ae19a4c879e9eab47eecb0869c8b9b8,251,468,31,COMPLETED,TRUE,29,COMPLETED,TRUE,37
463,pypa/pipenv,TRUE,b923d577a1e7dc5ee0b94a5b75e54bcac9dea106,3471,277204,TRUE,af4e8e6b996655344d0fd431f12b30e428f22696,15,196,6,COMPLETED,TRUE,2,COMPLETED,TRUE,4
464,alibaba/nacos,TRUE,e5cfd23186911838b68077378e44efa1b13c9863,1568,78792,TRUE,9a20cb4bd409f7a7a0adc1bd9b06a4781f25547f,6,188,72,COMPLETED,TRUE,1,COMPLETED,TRUE,1
465,facebook/rocksdb,TRUE,fac7a236856207b531342bc22e614aa5bb005a6a,9849,233164,TRUE,347e00c1cd0e8cf9ffd10cef2e2d42e8add33cc6,2880,3684,32,COMPLETED,TRUE,155,TIMEOUT,,
466,airbnb/lottie-ios,TRUE,b81beb678aceff7695130a0ff9420628b5a5e491,567,219292,FALSE,,,,9,COMPLETED,TRUE,0,COMPLETED,TRUE,0
467,go-kit/kit,TRUE,44ed82941aa3943b669b41ba3736d05b0383a8e8,589,9720,FALSE,,,,5,COMPLETED,TRUE,0,COMPLETED,TRUE,0
468,jamiebuilds/the-super-tiny-compiler,TRUE,d8d40130459d1537f6117a927947cd46c83182b0,13,284,FALSE,,,,2,COMPLETED,TRUE,0,COMPLETED,TRUE,0
469,angular/components,TRUE,1f22b0988422dd5aee098707d30b36681a2f90e4,9746,138388,TRUE,623610430c5eb205e36a0bf3531f0f6c4aa4bf45,45,212,3,COMPLETED,TRUE,3,COMPLETED,TRUE,6
470,sindresorhus/awesome-electron,TRUE,d8d49e55c4709e33bc3f79028a5905ca591acece,496,796,FALSE,,,,0,COMPLETED,FALSE,0,COMPLETED,FALSE,0
471,pjreddie/darknet,TRUE,b1ab3da442574364f82c09313a58f7fc93cea2bd,414,15296,TRUE,18ae719523f73513f99ece47d34c5b072a288f67,10,212,13,COMPLETED,TRUE,2,COMPLETED,TRUE,2
472,vercel/swr,TRUE,790e044d9d7d58194c2493a24073f23272af99c2,643,5200,FALSE,,,,5,COMPLETED,TRUE,0,COMPLETED,TRUE,0
473,Netflix/Hystrix,TRUE,3cb21589895e9f8f87cfcdbc9d96d9f63d48b848,921,16656,TRUE,fe2878e91f011319b2cd5820fa5659865c0eee99,716,40400,5,COMPLETED,TRUE,13,COMPLETED,TRUE,427
474,prisma/prisma,TRUE,571208355aaedbdcd410647303b26bdc183d3056,4228,117036,FALSE,,,,5,COMPLETED,TRUE,0,COMPLETED,TRUE,0
475,balena-io/etcher,TRUE,5945ab1f5096d230c4bd2ff912a7a3fd677ae2fb,1744,97256,TRUE,6458f00850b5af67983afbede07bbc8ce6254fc9,10,204,4,COMPLETED,TRUE,2,COMPLETED,TRUE,2
476,alibaba/spring-cloud-alibaba,TRUE,f7d3c6a371e755927f2ae0334e7e523024a2cf89,759,15740,TRUE,a4646a2c7dba67376feab2489a4c577923930b6a,284,680,7,COMPLETED,TRUE,26,COMPLETED,TRUE,36
477,dokku/dokku,TRUE,07aa3431404daeb7c83f64dd39836d89297359fc,2853,22568,TRUE,9cd383d02494a5a54fe7874d5ae2a68cfe71447e,186,288,57,COMPLETED,TRUE,3,COMPLETED,TRUE,14
478,google/python-fire,TRUE,37c4305194ff3d0a63f435f08a40e14b1978bd4e,265,7204,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
479,vuejs/devtools,TRUE,030c73b1e1cec6b92b60d28c9d6e121d6d7a1c55,1760,20996,TRUE,be95edff03db183848af40dd556ce3c5dccdafd5,2,184,2,COMPLETED,TRUE,0,COMPLETED,TRUE,1
480,dmlc/xgboost,TRUE,637e42a0c07741a95eb3dd7833126f27e9f87c8f,3601,36864,TRUE,f0afb1d08fe28e10085df2c6e24344efef30d0df,285,312,25,COMPLETED,TRUE,1,COMPLETED,TRUE,17
481,kataras/iris,TRUE,9dc356c1d813821b3ce2970c51ba0707ae828e28,1793,27644,TRUE,fc1a9ced2990ca6ef97755b18a5eb167e06312ca,180,2520,212,COMPLETED,TRUE,72,COMPLETED,TRUE,152
482,beurtschipper/Depix,TRUE,6dbbc29cd8e5ad7e52ddd18964e47b51ac2b54cb,27,1996,FALSE,,,,3,COMPLETED,TRUE,0,COMPLETED,TRUE,0
483,lovell/sharp,TRUE,4662527a1755f932952d2465c36a91fb56da7e6b,1561,79508,FALSE,,,,3,COMPLETED,TRUE,0,COMPLETED,TRUE,0
484,syl20bnr/spacemacs,TRUE,31ccdca0970e61084e3bb6f0ba5ae7aa318c4395,12224,86816,TRUE,504f668ba67a2d7e58abb8e9a376e050b9e84425,120,2072,18,COMPLETED,TRUE,13,COMPLETED,TRUE,15
485,ReactiveX/RxSwift,TRUE,e0ab8c4e18baf6679a65b325155923276b832687,2233,29488,TRUE,3cb013ac6a6159610b011e243ee4e1cdcb89adb7,33,200,9,COMPLETED,TRUE,1,COMPLETED,TRUE,5
486,signalapp/Signal-Android,TRUE,c950c2bdd2a9df98d70fd3b185f61bca18655a15,9847,788964,TRUE,7699d92359e21587b789fdbc057aca931e6b47cf,358,440,3,COMPLETED,TRUE,14,COMPLETED,TRUE,36
487,lukasz-madon/awesome-remote-job,TRUE,44e9fd894efe9ee444744738b34a3277976bfd89,639,1124,FALSE,,,,3,COMPLETED,TRUE,0,COMPLETED,TRUE,0
488,apache/kafka,TRUE,cfdd567955588e134770a9145ba57800ca88313c,9561,216568,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
489,balderdashy/sails,TRUE,21b874b787138254ba1b878c6f29c1722b8f16a1,4487,20296,TRUE,948929c56d13f4cfea8838d25ecd18a04134ecad,521,464,15,COMPLETED,TRUE,1,COMPLETED,TRUE,49
490,reduxjs/react-redux,TRUE,2dc6c4e20701bd4778bfb4227567f16781af9577,743,11948,TRUE,caa2820f55b97e6d256f5bc4b38a6100493c9b98,3,188,4,COMPLETED,TRUE,1,COMPLETED,TRUE,2
491,emberjs/ember.js,TRUE,f296601577192c0166986cb527172546c19a12d5,9687,92188,TRUE,4f09a7d118806e2402a37b2bb8afc2828af62689,106,260,7,COMPLETED,TRUE,8,COMPLETED,TRUE,9
492,stedolan/jq,TRUE,cff5336ec71b6fee396a95bb0e4bea365e0cd1e8,1148,12192,TRUE,b8667e9164d2826eba49af01bcfa390626f6bedd,859,1028,3,COMPLETED,TRUE,33,COMPLETED,TRUE,47
493,kahun/awesome-sysadmin,TRUE,a1de63941f6021fb477585102065de2a20d3fea3,238,880,TRUE,e1960d28f5d4fbf4cba78cdf35abc67a4c44c370,2,192,1,COMPLETED,TRUE,2,COMPLETED,TRUE,2
494,redux-saga/redux-saga,TRUE,2d2214e9ca8949892c0a7a23ceef39fa32d13939,1161,13348,TRUE,dceaa0bba490ad29a0f9c5f810c55d74d53c5350,2,192,68,COMPLETED,TRUE,1,COMPLETED,TRUE,1
495,fastai/fastai,TRUE,ceeba805f43e6258e7131d78706859f45c342575,1552,892992,TRUE,e8c0102f676da8989f5a95ca0fe43b1807637072,5,216,6,COMPLETED,TRUE,5,COMPLETED,TRUE,5
496,facebook/folly,TRUE,9dc50fb05dd3f9fa7a95ff7ed7cf57a58dd21688,10834,66916,TRUE,612ff960b72a9a372671bc1a8d6df5b1c02b262f,2,188,3,COMPLETED,TRUE,1,COMPLETED,TRUE,1
497,harvesthq/chosen,TRUE,91041bc9dd6867f9a1668050a1b092d92027f13b,543,4368,TRUE,1325015c5c1462b201ff5869fa84f286cefe631f,2,188,0,COMPLETED,TRUE,1,COMPLETED,TRUE,1
498,sampotts/plyr,TRUE,c90f044dac63b48db1ecf4a5ba6655cf73d50177,544,68136,TRUE,c669baacf3be895697a9c0d9db3d3d80336ae313,17,208,11,COMPLETED,TRUE,3,COMPLETED,TRUE,5
499,fouber/blog,TRUE,757e4728bd2f751d232f326da5849a25e24c793d,85,44132,TRUE,b6eb9091cf4ed642694dc4758891907f81aa1c57,2,192,0,COMPLETED,TRUE,2,COMPLETED,TRUE,2
500,labstack/echo,TRUE,0644cd6ecdef4473c38c9f298a15512a47c8db42,1348,7780,TRUE,a552e986204dfd5eb184f4bfa4c30253a9dc1e5b,1,188,11,COMPLETED,TRUE,1,COMPLETED,TRUE,1
501,matteocrippa/awesome-swift,TRUE,42313e278f36ae33c38b6648c722fcf07dacffc5,2683,7196,TRUE,8466b6f0ddb8d5a157359e825c746f0181b5b545,1,188,0,COMPLETED,TRUE,1,COMPLETED,TRUE,1
502,t4t5/sweetalert,TRUE,d927c9bbc66bd26380dc360a71e1876d284a7faf,115,11872,TRUE,0c0e4f1082a19a8f8e2112915bab02253e4009fc,1,188,20,COMPLETED,TRUE,1,COMPLETED,TRUE,1
503,dimsemenov/PhotoSwipe,TRUE,4391b0d73ab66c9c20b9d17018ebb63a799ef169,380,34480,FALSE,,,,3,COMPLETED,TRUE,0,COMPLETED,TRUE,0
504,zsh-users/zsh-autosuggestions,TRUE,a411ef3e0992d4839f0732ebeb9823024afaaaa8,167,1140,TRUE,0e9c6813395d2dd63b83ebef292dbcce94ad9c88,1,188,3,COMPLETED,TRUE,1,COMPLETED,TRUE,1
505,ramda/ramda,TRUE,50c6b57110b2f3631ed8633141f12012b7768d85,1571,12756,TRUE,dbbb8b4613ee00c0ce7b46aaa9fff09c531548af,385,516,6,COMPLETED,TRUE,7,COMPLETED,TRUE,20
506,swagger-api/swagger-ui,TRUE,7fc7320eff983a0e4d8dab88ed5cc9cf2995e47f,2692,435656,TRUE,ff4638d2d63180b0a25fa5a25c0900c2d8c6da91,32,220,9,COMPLETED,TRUE,5,COMPLETED,TRUE,8
507,github/hub,TRUE,363513a0f822a8bde5b620e5de183702280d4ace,1248,9516,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
508,veggiemonk/awesome-docker,TRUE,53beddb837e7a9ced4a44749d6b53d4071a9eb1f,1799,15104,FALSE,,,,4,COMPLETED,TRUE,0,TIMEOUT,,
509,Tencent/wepy,TRUE,96ab19ebeba1abff35a6ebc08e674b63f2f16461,1741,13464,TRUE,d41427b250d1827ac7e2f97c9d3ebf09d6ce9e71,25,232,6,COMPLETED,TRUE,10,COMPLETED,TRUE,11
510,facebook/draft-js,TRUE,86c009d078cafedb92810514dc7268bb1938fc9b,1097,44520,TRUE,6bdb5ff6207515a08a8e97f18ae0ae13d675bcf9,8,224,4,COMPLETED,TRUE,5,COMPLETED,TRUE,5
511,guzzle/guzzle,TRUE,8d2ce4ed2e29c39be53e39701fa6641d0f125441,2022,12424,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
512,Polymer/polymer,TRUE,1e8b246d01ea99adba305ea04c45d26da31f68f1,2162,36336,TRUE,a749cc5c1c2b5cfbea2e9d9c61218a91db4579c2,91,244,3,COMPLETED,TRUE,5,COMPLETED,TRUE,6
513,facebook/flow,TRUE,5ada26749e0a95a1e562aee955859cc10decf517,13582,196600,TRUE,0a142edf69ea3cb27e7de6f8f5eccc10fd776018,67,264,6,COMPLETED,TRUE,11,TIMEOUT,,
514,inconshreveable/ngrok,TRUE,a8e7fa486348f391f4bdf241344d798297f953bc,234,1736,FALSE,,,,2,COMPLETED,TRUE,0,COMPLETED,TRUE,0
515,MostlyAdequate/mostly-adequate-guide,TRUE,c5844c21305358e78f9c2b774e7e5839f9bbf395,293,10188,FALSE,,,,2,COMPLETED,TRUE,0,TIMEOUT,,
516,vapor/vapor,TRUE,12e2e7460ab912b65fb7a0fe47e4f638a7d5e642,1190,19776,TRUE,83ed251314327d578b039b21333e577b57fedbea,74,244,124,COMPLETED,TRUE,1,COMPLETED,TRUE,27
517,matterport/Mask_RCNN,TRUE,3deaec5d902d16e1daf56b62d5971d428dc920bc,182,229836,TRUE,1ebf0a127badc2d7254510dd8bb9444c2f0eb05f,7,192,20,COMPLETED,TRUE,1,COMPLETED,TRUE,2
518,sudheerj/reactjs-interview-questions,TRUE,22554c8d96d6da5ba752fd2c62181225480607ac,194,3624,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
519,mbadolato/iTerm2-Color-Schemes,TRUE,82b69713bd2de4c0b62124f927c53df708b2a0c5,458,210452,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
520,mongodb/mongo,TRUE,a76e4ce18640287c3ddd839c7cb820f63b672746,54364,1440584,TRUE,c2cd6c7e095bf3f10ddda2d843dba7c212f320a9,156,2016,10,COMPLETED,TRUE,21,TIMEOUT,,
