code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,doc_link,source_link
@fortawesome,wiki,Customize-Font-Awesome.md,0,2434,2434,2710,2713,2713,2713,https://github.com/FortAwesome/Font-Awesome/wiki/Customize-Font-Awesome/761f5d74d4d677c1f155308db514bfd3e14e39f5,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js-packages/@fortawesome/free-solid-svg-icons/package.json#L24
CDN,wiki,Customize-Font-Awesome.md,0,0,0,0,0,0,1,https://github.com/FortAwesome/Font-Awesome/wiki/Customize-Font-Awesome/761f5d74d4d677c1f155308db514bfd3e14e39f5,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/.github/ISSUE_TEMPLATE/100_web_bug_report.yml#L47
FontAwesome,wiki,Customize-Font-Awesome.md,0,63,63,63,63,63,63,https://github.com/FortAwesome/Font-Awesome/wiki/Customize-Font-Awesome/761f5d74d4d677c1f155308db514bfd3e14e39f5,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js/fontawesome.min.js#L1102
FortAwesome,wiki,Customize-Font-Awesome.md,7,24,24,30,30,30,35,https://github.com/FortAwesome/Font-Awesome/wiki/Customize-Font-Awesome/761f5d74d4d677c1f155308db514bfd3e14e39f5,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js-packages/@fortawesome/free-solid-svg-icons/package.json#L13
HTML,wiki,Customize-Font-Awesome.md,0,18,18,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Customize-Font-Awesome/761f5d74d4d677c1f155308db514bfd3e14e39f5,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/metadata/icons.yml#L14149
JavaScript,wiki,Customize-Font-Awesome.md,0,6,6,12,12,12,12,https://github.com/FortAwesome/Font-Awesome/wiki/Customize-Font-Awesome/761f5d74d4d677c1f155308db514bfd3e14e39f5,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/metadata/icons.yml#L14807
SVG,wiki,Customize-Font-Awesome.md,2,26,26,26,26,26,28,https://github.com/FortAwesome/Font-Awesome/wiki/Customize-Font-Awesome/761f5d74d4d677c1f155308db514bfd3e14e39f5,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js/fontawesome.js#L329
TypeScript,wiki,Customize-Font-Awesome.md,0,1,1,1,1,1,1,https://github.com/FortAwesome/Font-Awesome/wiki/Customize-Font-Awesome/761f5d74d4d677c1f155308db514bfd3e14e39f5,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js-packages/@fortawesome/fontawesome-common-types/README.md#L9
fa-list,wiki,Customize-Font-Awesome.md,0,80,80,80,80,80,80,https://github.com/FortAwesome/Font-Awesome/wiki/Customize-Font-Awesome/761f5d74d4d677c1f155308db514bfd3e14e39f5,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js-packages/@fortawesome/fontawesome-free/css/v4-shims.min.css#L6
iconName,wiki,Customize-Font-Awesome.md,0,18323,18323,20483,20505,20505,20505,https://github.com/FortAwesome/Font-Awesome/wiki/Customize-Font-Awesome/761f5d74d4d677c1f155308db514bfd3e14e39f5,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js/solid.min.js#L82
JavaScript,wiki,Extending-File-Type-icons-to-use-in-programming.md,0,6,6,12,12,12,12,https://github.com/FortAwesome/Font-Awesome/wiki/Extending-File-Type-icons-to-use-in-programming/5019e892c088bd8f1708acc306ba9d1f0e0da658,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/metadata/icons.yml#L14807
FA,wiki,Font-Awesome-HTML-Dropdown-Select-List.md,0,11,11,11,11,11,11,https://github.com/FortAwesome/Font-Awesome/wiki/Font-Awesome-HTML-Dropdown-Select-List/d1dfe990624269453b81ea9f2e51ae5ba4b9fa6d,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js/fontawesome.min.js#L702
FontAwesome,wiki,Font-Awesome-HTML-Dropdown-Select-List.md,0,63,63,63,63,63,63,https://github.com/FortAwesome/Font-Awesome/wiki/Font-Awesome-HTML-Dropdown-Select-List/d1dfe990624269453b81ea9f2e51ae5ba4b9fa6d,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js/fontawesome.min.js#L1102
HTML,wiki,Font-Awesome-HTML-Dropdown-Select-List.md,0,18,18,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Font-Awesome-HTML-Dropdown-Select-List/d1dfe990624269453b81ea9f2e51ae5ba4b9fa6d,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/metadata/icons.yml#L14149
@fontawesome,wiki,Home.md,0,3600,3600,4122,4126,4126,4126,https://github.com/FortAwesome/Font-Awesome/wiki/Home/c8e247fd8c1b2abfa1b1a41d0283241d0dfe8469,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/svgs/solid/z.svg#L1
BY,wiki,Home.md,4,3620,3620,4141,4145,4145,4145,https://github.com/FortAwesome/Font-Awesome/wiki/Home/c8e247fd8c1b2abfa1b1a41d0283241d0dfe8469,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/svgs/solid/z.svg#L1
CC,wiki,Home.md,4,3620,3620,4141,4145,4145,4145,https://github.com/FortAwesome/Font-Awesome/wiki/Home/c8e247fd8c1b2abfa1b1a41d0283241d0dfe8469,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/svgs/solid/z.svg#L1
CSS,wiki,Home.md,1,17,17,20,20,20,22,https://github.com/FortAwesome/Font-Awesome/wiki/Home/c8e247fd8c1b2abfa1b1a41d0283241d0dfe8469,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_mixins.scss#L44
FortAwesome,wiki,Home.md,7,24,24,30,30,30,35,https://github.com/FortAwesome/Font-Awesome/wiki/Home/c8e247fd8c1b2abfa1b1a41d0283241d0dfe8469,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js-packages/@fortawesome/free-solid-svg-icons/package.json#L13
GitHub,wiki,Home.md,0,5,5,14,14,14,14,https://github.com/FortAwesome/Font-Awesome/wiki/Home/c8e247fd8c1b2abfa1b1a41d0283241d0dfe8469,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/metadata/icons.yml#L11760
MIT,wiki,Home.md,5,3646,3646,4168,4172,4172,4172,https://github.com/FortAwesome/Font-Awesome/wiki/Home/c8e247fd8c1b2abfa1b1a41d0283241d0dfe8469,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/svgs/solid/z.svg#L1
OFL,wiki,Home.md,5,3642,3642,4166,4170,4170,4170,https://github.com/FortAwesome/Font-Awesome/wiki/Home/c8e247fd8c1b2abfa1b1a41d0283241d0dfe8469,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/svgs/solid/z.svg#L1
SIL,wiki,Home.md,3,3633,3633,4157,4161,4161,4161,https://github.com/FortAwesome/Font-Awesome/wiki/Home/c8e247fd8c1b2abfa1b1a41d0283241d0dfe8469,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/svgs/solid/z.svg#L1
dependencies,wiki,Home.md,0,6,6,6,6,6,6,https://github.com/FortAwesome/Font-Awesome/wiki/Home/c8e247fd8c1b2abfa1b1a41d0283241d0dfe8469,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js-packages/@fortawesome/free-solid-svg-icons/package.json#L23
FortAwesome,wiki,Layering-and-Masking-snippets.md,7,24,24,30,30,30,35,https://github.com/FortAwesome/Font-Awesome/wiki/Layering-and-Masking-snippets/4a6ff38666690d48e5c1f2f62e15f34b3c0dbf5b,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js-packages/@fortawesome/free-solid-svg-icons/package.json#L13
HTML,wiki,Layering-and-Masking-snippets.md,0,18,18,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Layering-and-Masking-snippets/4a6ff38666690d48e5c1f2f62e15f34b3c0dbf5b,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/metadata/icons.yml#L14149
JS,wiki,Layering-and-Masking-snippets.md,1,9,9,18,18,18,20,https://github.com/FortAwesome/Font-Awesome/wiki/Layering-and-Masking-snippets/4a6ff38666690d48e5c1f2f62e15f34b3c0dbf5b,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/metadata/icons.yml#L14807
SVG,wiki,Layering-and-Masking-snippets.md,2,26,26,26,26,26,28,https://github.com/FortAwesome/Font-Awesome/wiki/Layering-and-Masking-snippets/4a6ff38666690d48e5c1f2f62e15f34b3c0dbf5b,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js/fontawesome.js#L329
fa-fw,wiki,Layering-and-Masking-snippets.md,0,79,79,79,79,79,79,https://github.com/FortAwesome/Font-Awesome/wiki/Layering-and-Masking-snippets/4a6ff38666690d48e5c1f2f62e15f34b3c0dbf5b,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L10
fa-layers,wiki,Layering-and-Masking-snippets.md,0,315,315,315,315,315,315,https://github.com/FortAwesome/Font-Awesome/wiki/Layering-and-Masking-snippets/4a6ff38666690d48e5c1f2f62e15f34b3c0dbf5b,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js/fontawesome.min.js#L145
weight:900,wiki,Layering-and-Masking-snippets.md,0,12,12,12,12,12,12,https://github.com/FortAwesome/Font-Awesome/wiki/Layering-and-Masking-snippets/4a6ff38666690d48e5c1f2f62e15f34b3c0dbf5b,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js-packages/@fortawesome/fontawesome-free/css/v5-font-face.min.css#L6
FontAwesome,wiki,Merge-FontAwesome-with-any-other-font.md,0,63,63,63,63,63,63,https://github.com/FortAwesome/Font-Awesome/wiki/Merge-FontAwesome-with-any-other-font/642b2778758af54d20131deccb84dd653c12af7e,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js/fontawesome.min.js#L1102
FortAwesome,wiki,Merge-FontAwesome-with-any-other-font.md,7,24,24,30,30,30,35,https://github.com/FortAwesome/Font-Awesome/wiki/Merge-FontAwesome-with-any-other-font/642b2778758af54d20131deccb84dd653c12af7e,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js-packages/@fortawesome/free-solid-svg-icons/package.json#L13
.fa-ul,wiki,Troubleshooting.md,0,26,26,26,26,26,26,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js-packages/@fortawesome/fontawesome-svg-core/styles.css#L192
@font,wiki,Troubleshooting.md,0,8,8,8,8,8,8,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/less/_mixins.less#L16
@font-face,wiki,Troubleshooting.md,0,92,92,92,92,92,92,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/solid.scss#L13
CDN,wiki,Troubleshooting.md,0,0,0,0,0,0,1,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/.github/ISSUE_TEMPLATE/100_web_bug_report.yml#L47
CSS,wiki,Troubleshooting.md,1,17,17,20,20,20,22,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_mixins.scss#L44
FontAwesome,wiki,Troubleshooting.md,0,63,63,63,63,63,63,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js/fontawesome.min.js#L1102
FortAwesome,wiki,Troubleshooting.md,7,24,24,30,30,30,35,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js-packages/@fortawesome/free-solid-svg-icons/package.json#L13
JavaScript,wiki,Troubleshooting.md,0,6,6,12,12,12,12,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/metadata/icons.yml#L14807
SVG,wiki,Troubleshooting.md,2,26,26,26,26,26,28,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js/fontawesome.js#L329
css,wiki,Troubleshooting.md,0,5492,5492,5537,5537,5537,5537,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/solid.scss#L10
fa-fw,wiki,Troubleshooting.md,0,79,79,79,79,79,79,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L10
fontFamily,wiki,Troubleshooting.md,0,48,48,48,48,48,48,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js/fontawesome.js#L2477
fonts,wiki,Troubleshooting.md,0,42,42,49,49,49,49,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/js-packages/@fortawesome/free-solid-svg-icons/LICENSE.txt#L40
https:,wiki,Troubleshooting.md,18,7317,7317,8564,8572,8572,8582,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/svgs/solid/z.svg#L1
iOS,wiki,Troubleshooting.md,0,0,0,3,3,3,3,https://github.com/FortAwesome/Font-Awesome/wiki/Troubleshooting/372ab7c469fcb698bdd3616dd9afe452579ec760,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/metadata/icons.yml#L659
angle-double-down,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L81
angle-double-left,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L83
angle-double-right,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L85
angle-double-up,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L87
arrow-circle-down,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L447
arrow-circle-left,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L449
arrow-circle-o-down,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,23,23,23,23,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L41
arrow-circle-o-up,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,23,23,23,23,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L47
arrow-circle-right,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L451
arrow-circle-up,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L453
arrows,wiki,Upgrading-from-3.2.1-to-4.md,0,254,254,877,877,877,877,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L221
arrows-alt,wiki,Upgrading-from-3.2.1-to-4.md,0,172,172,190,190,190,190,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1110
arrows-h,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L169
arrows-v,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L182
ban,wiki,Upgrading-from-3.2.1-to-4.md,1,101,101,121,121,121,121,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L320
bar-chart,wiki,Upgrading-from-3.2.1-to-4.md,0,56,56,62,62,62,62,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L414
bar-chart-o,wiki,Upgrading-from-3.2.1-to-4.md,0,12,12,13,13,13,13,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L155
bars,wiki,Upgrading-from-3.2.1-to-4.md,0,134,134,164,164,164,164,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L332
bell,wiki,Upgrading-from-3.2.1-to-4.md,0,206,206,250,250,250,250,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L380
