code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,doc_link,source_link
FAB,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L9
GHI,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L63
GitHub,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L45
HR,repo,README.md,-,0,0,2,2,4,7,9,11,13,15,17,18,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L31
HTTP,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L101
HeroKu,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L101
JKL,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L72
JobDeer,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,18,18,18,18,18,18,18,18,18,18,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/a0f0d5fc850937b79dcdbb22c91a76944f320ad1/web.md#L3
LazyPHP,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L115
LeSS,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L117
MNO,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L74
MySQL,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L118
NodeJS,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/node.md#L1
PDO,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L118
PHP,repo,README.md,-,0,0,4,4,6,7,8,9,10,11,12,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/web.md#L114
PHPDoc,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L119
PHPUnit,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L120
PQR,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L78
PV,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L19
PgSQL,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L118
PhoneGap,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L117
QQ,repo,README.md,-,0,0,2,2,4,6,8,10,12,14,16,18,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L34
SAE,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L121
SQLite,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L118
STU,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L94
SaSS,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L117
SimpleTest,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L120
ThinkPHP,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L115
WAPCMS,repo,README.md,-,0,0,2,2,4,6,8,10,12,14,16,18,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L19
WXYZ,repo,README.md,-,0,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L95
XX,repo,README.md,-,-,0,1,1,2,3,4,5,6,7,8,9,-,-,-,-,-,-,-,-,-,-,-,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/c9611a724bc79dc0f406ade8226fd8cff7ca6cbe/web.md#L19
iOS,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/README.md,https://github.com/geekcompany/ResumeSample/blob/b7c06ba37071ee5e6605b619157a00f12353a171/ios.md#L1
