code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,doc_link,source_link
promise,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",57,57,57,57,54,31,31,31,31,31,31,28,34,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L4252
props,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",128,128,128,125,125,70,70,70,70,70,74,66,87,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/menus/UserMenu.tsx#L26
publicPath,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",2,2,2,2,2,2,2,2,2,2,2,2,2,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/webpack.config.js#L64
query,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",61,61,61,61,61,63,66,66,66,66,66,46,49,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L3839
react,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",333,333,333,330,330,281,279,279,279,279,282,259,255,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L1067
react-starter-kit,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",9,9,9,9,9,9,9,9,9,9,9,9,9,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/routes/Home.tsx#L39
render,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",29,29,29,29,29,13,13,13,13,13,13,13,13,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/index.tsx#L15
render(),wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",85,85,85,85,85,85,85,85,85,85,85,85,85,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/common/App.tsx#L69
require,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",163,163,163,163,162,382,382,382,354,354,354,354,354,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L3657
required,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",58,58,58,58,58,68,68,68,68,68,68,68,68,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/routes/LegalPrivacy.tsx#L161
routes,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",5,5,5,6,5,5,5,5,6,6,6,6,6,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/scripts/cf.js#L35
run,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",98,98,98,98,95,138,138,138,142,142,142,142,142,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L2534
s,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",5212,5212,5212,5212,5212,8538,8538,8538,8539,8539,8539,8540,8539,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/tsconfig.json#L44
script,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",51,51,51,51,51,60,60,60,59,59,59,56,55,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/workers/transform.ts#L29
scripts,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",42,42,42,42,42,73,73,73,73,73,73,73,73,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/package.json#L7
server,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",44,44,44,44,44,30,30,30,33,33,33,33,33,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L2173
setTitle,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",0,0,0,0,0,2,2,2,2,2,2,2,2,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L134
src/server,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",1,1,1,1,1,2,2,2,2,2,2,2,2,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/sdks/typescript/lib/tsserverlibrary.js#L140
start,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",100,100,100,100,100,119,119,119,119,119,119,119,119,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/routes/Settings.tsx#L51
start(),wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",4,4,4,4,4,4,4,4,4,4,4,4,4,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L9
statusCode,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",41,41,41,41,41,34,34,34,34,34,34,34,34,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L136
stderr.on,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",1,1,1,1,1,1,1,1,1,1,1,1,1,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L136
stdout,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",297,297,297,297,297,367,367,367,367,367,367,367,367,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L91
stdout.on,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",2,2,2,2,2,2,2,2,2,2,2,2,2,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L136
style,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",98,98,98,95,95,52,52,52,52,52,52,52,52,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/menus/UserMenu.tsx#L88
task,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",2,2,2,2,2,2,2,2,2,2,2,2,2,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L177
tasks,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",1,1,1,1,1,3,3,3,3,3,3,3,3,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L706
then,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",164,164,164,164,164,175,175,175,175,175,175,174,181,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/scripts/update-schema.js#L19
title,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",40,40,40,40,40,47,47,47,44,44,44,43,53,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/workers/transform.ts#L7
tools,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",11,11,11,11,11,15,15,15,15,15,15,15,15,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L236
true,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",204,204,204,205,212,274,274,274,301,301,301,298,296,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L35
undefined,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",156,156,156,156,156,588,587,587,590,590,590,593,596,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/tsconfig.json#L86
webpack,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",170,170,170,170,169,164,164,164,164,164,164,164,164,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L2576
README,wiki,Home.md,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/kriasoft/react-starter-kit/wiki/Home/22d5ed080a12bff5da25ea269c96f882355295b0,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L544
GraphQL,wiki,Recommended-Packages.md,11,11,11,11,11,11,11,11,10,10,10,7,7,https://github.com/kriasoft/react-starter-kit/wiki/Recommended-Packages/8930736a7902e6d52a72a022bb9f16facee99999,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/workers/proxy.ts#L17
react-bootstrap,wiki,Recommended-Packages.md,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/kriasoft/react-starter-kit/wiki/Recommended-Packages/8930736a7902e6d52a72a022bb9f16facee99999,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L504
redux-thunk,wiki,Recommended-Packages.md,0,0,0,0,0,1,1,1,1,1,1,1,1,https://github.com/kriasoft/react-starter-kit/wiki/Recommended-Packages/8930736a7902e6d52a72a022bb9f16facee99999,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L504
action(),wiki,Splitting-Code-for-Routes.md,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/kriasoft/react-starter-kit/wiki/Splitting-Code-for-Routes/07fc2fcc894ee39b3b17b435cd37198c0030f73c,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L161
