code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,doc_link,source_link
compile(flags),repo,README.md,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/test/simple.js#L33
createSourceMap,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L113
dartPass,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L42
exportLocalPropertyDefinitions,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L54
externs,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L51
function(),repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,-,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/samples/src/helper.js#L23
generateExports,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L60
google-closure-compiler-js,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L1
gulpfile.js,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/de87fc658b6a0c58202658204bd300c549f7b955/tools.md#L5
"join(__dirname, 'app.js')",repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/de87fc658b6a0c58202658204bd300c549f7b955/tools.md#L33
"join(__dirname, 'dist')",repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/de87fc658b6a0c58202658204bd300c549f7b955/tools.md#L36
jsCode,repo,README.md,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,6,6,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11,11,11,11,11,11,11,14,14,14,14,14,14,17,17,17,17,17,17,17,17,17,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L5
jsOutputFile,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/samples/gulpfile.js#L29
languageIn,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L68
languageOut,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L72
newTypeInf,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L76
outputWrapper,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L80
path,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,9,9,11,11,17,17,17,17,17,17,17,17,17,18,17,18,18,23,23,23,23,23,23,23,35,35,35,35,35,35,38,38,38,38,38,38,38,38,38,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/test/simple.js#L41
pipe(gulp.dest('./dist'),repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/samples/gulpfile.js#L36
polymerPass,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/9b9de5b0e3d5ca05e213aa727802136c8db95641/usage.txt#L76
polymerVersion,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L84
preserveTypeAnnotations,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L88
processCommonJsModules,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L90
renamePrefixNamespace,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L95
require,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,20,20,20,20,20,20,20,20,20,21,21,22,22,28,28,28,27,27,27,27,27,27,27,27,27,28,28,28,28,28,27,27,27,27,27,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L92
require('google-closure-compiler-js'),repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/samples/gulpfile.js#L21
require('path'),repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/lib/gulp.js#L52
rewritePolyfills,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L99
sourceMap,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/logger.js#L47
src,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,6,6,6,6,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/93715232c52ba33a3c200b25a02052bb3641bd12/tools.md#L11
"task('script', function()",repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/de87fc658b6a0c58202658204bd300c549f7b955/tools.md#L10
useTypesForOptimization,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L103
warningLevel,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/usage.txt#L108
webpack.config.js,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/closure-compiler-js/blob/026c1c18e6c82386cc49992a747e8fe75f20b736/README.md,https://github.com/google/closure-compiler-js/blob/de87fc658b6a0c58202658204bd300c549f7b955/tools.md#L25
