code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,doc_link,source_link
GAE,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/static/index.html#L3
GET,repo,README.md,10,10,10,10,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/templates/xssi.tpl#L17
HEAD,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/src/base/handlers.py#L68
HTML,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/templates/xss.tpl#L35
OPTIONS,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/src/base/handlers.py#L68
README,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,5,5,5,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/third_party/README.md#L12
SDK,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/run_tests.py#L10
SoyToJsSrcCompiler,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,-,-,-,-,-,-,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/4dcbf79ac422c5b92975df3f1060267bd51a699c/util.sh#L78
SoyToPySrcCompiler,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/4dcbf79ac422c5b92975df3f1060267bd51a699c/Gruntfile.js#L60
URL,repo,README.md,7,7,7,7,7,7,7,7,7,7,7,7,7,-,-,-,-,-,-,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/4dcbf79ac422c5b92975df3f1060267bd51a699c/third_party/README.md#L27
XSRF,repo,README.md,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/templates/xssi.tpl#L83
XSS,repo,README.md,9,9,9,9,9,9,9,9,9,9,12,12,12,13,13,13,13,13,13,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/templates/xss.tpl#L7
_RequestContainsValidXsrfToken(),repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/src/base/handlers.py#L73
_SetCommonResponseHeaders(),repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/src/base/handlers.py#L235
__init__,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/4dcbf79ac422c5b92975df3f1060267bd51a699c/src/base/handlers.py#L164
closureBuilder,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/Gruntfile.js#L24
closureSoys,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/Gruntfile.js#L43
closureSoys:js,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/Gruntfile.js#L177
config.json,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/app.yaml.base#L7
constants.CLOSURE,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/src/main.py#L65
dispatch(),repo,README.md,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/src/base/handlers.py#L236
google_appengine,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/Gruntfile.js#L11
google_closure,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,-,-,-,-,-,-,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/4dcbf79ac422c5b92975df3f1060267bd51a699c/util.sh#L46
google_closure_templates,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,4,4,-,-,-,-,-,-,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/4dcbf79ac422c5b92975df3f1060267bd51a699c/Gruntfile.js#L45
grunt,repo,README.md,37,37,37,37,37,37,37,37,37,37,37,38,38,43,43,43,43,43,43,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/package.json#L5
js/,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/app.yaml.base#L59
node_modules,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/.gitignore#L2
out/,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/third_party/README.md#L3
render(),repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/templates/xsrf.tpl#L37
render_json(),repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/src/base/handlers.py#L191
run_tests,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/app.yaml.base#L57
soyutils.js,repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,-,-,-,-,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/4dcbf79ac422c5b92975df3f1060267bd51a699c/util.sh#L85
src/,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/31b4d4b595a84e2a4d12cdf47058f797aa0ee690/Gruntfile.js#L70
src/base/api_fixer.py,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,code_element is a file name
src/base/handlers.py,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,code_element is a file name
src/handlers.py,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,code_element is a file name
util.sh,repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,-,-,-,-,https://github.com/google/gae-secure-scaffold-python/blob/c623e8d20e71e987e047f37423af5b1c1c981cbe/README.md,https://github.com/google/gae-secure-scaffold-python/blob/4dcbf79ac422c5b92975df3f1060267bd51a699c/util.sh#L40
