code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,doc_link,source_link
noSuchMethod(i),repo,README.md,11,11,11,11,11,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/README.md,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/test/immutable_vm_test.dart#L30
nonMutatingMethodPredicates,repo,README.md,2,2,2,2,2,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/README.md,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/lib/src/default_immutables.dart#L34
normalizedTypeGetters,repo,README.md,2,2,2,2,2,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/README.md,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/lib/src/default_immutables.dart#L28
operator[],repo,README.md,2,2,2,2,2,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/README.md,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/lib/src/immutables.dart#L78
package:di,repo,README.md,3,3,3,3,3,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/README.md,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/test/default_immutables_vm_test.dart#L18
package:immutables,repo,README.md,9,9,9,9,9,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/README.md,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/test/immutable_vm_test.dart#L16
package:unittest,repo,README.md,5,0,0,0,0,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/README.md,https://github.com/google/dart-immutables/blob/7602038c1c73f3d9c1ddb91faebf37a11dd3175b/test/immutable_vm_test.dart#L18
"super(target, immutables)",repo,README.md,8,8,8,8,8,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/README.md,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/test/immutable_vm_test.dart#L29
super.noSuchMethod(i),repo,README.md,9,9,9,9,9,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/README.md,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/test/immutable_vm_test.dart#L30
unsafeUnwrapImmutable,repo,README.md,1,1,1,1,1,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/README.md,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/lib/src/immutable.dart#L141
where,repo,README.md,5,5,5,5,5,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/README.md,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/test/immutable_iterable_vm_test.dart#L34
wrap(new Foo(),repo,README.md,4,4,4,4,4,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/README.md,https://github.com/google/dart-immutables/blob/4a09eaf827a94f98e071f7e9538f036cf2174866/test/default_immutables_vm_test.dart#L65
