code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,doc_link,source_link
GCP_PROJECT_NUMBER,repo,README.md,.,3,3,3,3,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/setup/set_env.sh#L49
GCP_REGION,repo,README.md,.,3,3,3,3,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/setup/set_env.sh#L55
GCS,repo,README.md,.,19,26,26,26,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/dags/subdags/train_model_dag.py#L42
GoogleCloudPlatform,repo,README.md,.,4,4,4,4,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/dags/subdags/preprocess_dag.py#L33
ML,repo,README.md,.,7,7,7,7,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/dags/subdags/preprocess_dag.py#L16
THIS_PROJECT,repo,README.md,.,5,5,5,5,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/setup/set_env.sh#L58
URL,repo,README.md,.,7,27,27,27,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/dags/dependencies/tcrm/hooks/monitoring_hook.py#L96
activate_ga,repo,README.md,.,3,3,3,3,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/dags/subdags/activate_ga_dag.py#L27
batch_predict,repo,README.md,.,-,12,12,12,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/dags/subdags/batch_predict_dag.py#L30
cleanup_gcs,repo,README.md,.,-,2,2,2,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/dags/subdags/cleanup_storage_dag.py#L27
dags,repo,README.md,.,3,3,3,3,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/dags/dependencies/utils/pipeline_utils.py#L142
features.json,repo,README.md,.,1,1,1,1,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,code_element is a file name
load_data,repo,README.md,.,2,2,2,2,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/dags/subdags/load_data_dag.py#L28
prepare_source_data,repo,README.md,.,3,3,3,3,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/dags/subdags/prepare_source_dag.py#L29
project_id,repo,README.md,.,-,186,186,189,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/setup/set_env.sh#L58
requirements.txt,repo,README.md,.,1,1,1,1,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,code_element is a file name
serviceAccount,repo,README.md,.,0,2,2,2,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/dags/dependencies/cloud/utils/cloud_auth.py#L252
setup/set_env.sh,repo,README.md,.,1,1,1,1,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,code_element is a file name
train_model,repo,README.md,.,2,2,2,2,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/dags/subdags/train_model_dag.py#L27
variables.json,repo,README.md,.,1,1,1,1,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/README.md,https://github.com/google/blockbuster/blob/e04bd169495b81c453bed6d917da1dc2916fb1fc/src/setup/set_env.sh#L69
