code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,doc_link,source_link
LICENSE,repo,README.md,.,78,78,78,78,79,79,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/test/java/com/google/iot/coap/RemoteServerTest.java#L8
LocalEndpointManager,repo,README.md,.,44,44,44,44,44,44,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/test/java/com/google/iot/coap/RemoteServerTest.java#L32
LocalEndpointManager(),repo,README.md,.,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/test/java/com/google/iot/coap/RemoteServerTest.java#L32
OF,repo,README.md,.,78,78,78,78,79,79,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/test/java/com/google/iot/coap/RemoteServerTest.java#L12
OPTS,repo,README.md,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/main/java/com/google/iot/coap/Message.java#L557
OR,repo,README.md,.,77,77,77,77,78,78,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/test/java/com/google/iot/coap/RemoteServerTest.java#L12
RADDR,repo,README.md,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/main/java/com/google/iot/coap/Message.java#L553
RFC6690,repo,README.md,.,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/main/java/com/google/iot/coap/Resource.java#L418
RFC7252,repo,README.md,.,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,32,32,32,32,32,32,32,32,32,32,32,32,32,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/main/java/com/google/iot/coap/package-info.java#L38
RFC7641,repo,README.md,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/main/java/com/google/iot/coap/TransactionImpl.java#L35
TEXT,repo,README.md,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/main/java/com/google/iot/coap/Message.java#L583
TOK,repo,README.md,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/main/java/com/google/iot/coap/Message.java#L492
WARRANTIES,repo,README.md,.,77,77,77,77,78,78,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/test/java/com/google/iot/coap/RemoteServerTest.java#L12
WITHOUT,repo,README.md,.,77,77,77,77,78,78,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/test/java/com/google/iot/coap/RemoteServerTest.java#L12
artifactId,repo,README.md,.,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/pom.xml#L7
client.newRequestBuilder(),repo,README.md,.,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/test/java/com/google/iot/coap/RemoteServerTest.java#L42
groupId,repo,README.md,.,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/pom.xml#L6
transaction.getResponse(),repo,README.md,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/coapblaster/blob/c8588347963da26131490db344f349fd44f089e8/README.md,https://github.com/google/coapblaster/blob/6b52549facc54632e38cea9c027fb95018dc385e/src/test/java/com/google/iot/coap/ObservableTest.java#L275
