code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,doc_link,source_link
apps_script_tools,repo,README.md,-,-,-,-,-,6,6,6,7,7,7,7,7,8,8,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/a735fa901e935a0e8716400c5cca9a90e3e74a8b/pubspec.yaml#L15
apps_script_upload,repo,README.md,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/a735fa901e935a0e8716400c5cca9a90e3e74a8b/pubspec.yaml#L35
apps_script_uploader,repo,README.md,6,6,6,6,6,-,-,-,-,-,-,-,-,-,-,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/4edabeefce811593c47a2ae7a1d3961a7ff0cab3/lib/upload.dart#L44
apps_script_watch,repo,README.md,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/a735fa901e935a0e8716400c5cca9a90e3e74a8b/pubspec.yaml#L33
clientId,repo,README.md,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/a735fa901e935a0e8716400c5cca9a90e3e74a8b/lib/src/api_client.dart#L35
dart2js,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/a735fa901e935a0e8716400c5cca9a90e3e74a8b/lib/gsify.dart#L18
google-apps,repo,README.md,-,-,7,7,7,7,7,7,7,7,7,7,3,5,5,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/a735fa901e935a0e8716400c5cca9a90e3e74a8b/lib/upload.dart#L25
gs,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/a735fa901e935a0e8716400c5cca9a90e3e74a8b/bin/upload.dart#L20
gsify,repo,README.md,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/a735fa901e935a0e8716400c5cca9a90e3e74a8b/pubspec.yaml#L34
js,repo,README.md,-,-,0,0,0,0,0,0,0,0,0,0,0,5,5,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/a735fa901e935a0e8716400c5cca9a90e3e74a8b/.gitignore#L15
main,repo,README.md,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/a735fa901e935a0e8716400c5cca9a90e3e74a8b/pubspec.yaml#L33
pubspec.yaml,repo,README.md,-,-,0,0,0,1,1,1,1,1,1,1,1,1,1,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,code_element is a file name
run,repo,README.md,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/a735fa901e935a0e8716400c5cca9a90e3e74a8b/bin/run.dart#L16
scripts.run,repo,README.md,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/a735fa901e935a0e8716400c5cca9a90e3e74a8b/lib/run.dart#L45
upload,repo,README.md,6,6,6,6,6,7,7,7,7,7,7,7,7,9,9,https://github.com/google/apps_script_tools/blob/e8b3d5cd9e842a26002daf65284a943548f2ea92/README.md,https://github.com/google/apps_script_tools/blob/a735fa901e935a0e8716400c5cca9a90e3e74a8b/pubspec.yaml#L35
