code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,doc_link,source_link
codePath,repo,README.md,0,0,0,0,5,9,9,9,9,9,9,9,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/simulation_estimator_mean_var_analyze.R#L46
expt_id,repo,README.md,71,70,70,70,70,70,70,74,74,74,74,74,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/python/unit_analysis.py#L1833
jk_bucket,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L910
"library(""data.table"")",repo,README.md,1,1,1,1,2,2,2,2,2,2,2,2,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/simulation_estimator_mean_var_generic.R#L4
"library(""ggplot2"")",repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/simulation_estimator_mean_var_generic.R#L3
"library(""rglib"")",repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/simulation_estimator_mean_var_generic.R#L6
lowerCol,repo,README.md,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L961
lowerThresh,repo,README.md,8,12,10,10,11,11,11,11,11,11,11,11,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/python/sequences_statistics_v1.py#L647
predCols,repo,README.md,109,109,109,114,114,117,120,120,120,120,120,120,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L178
readPath,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/simulation_estimator_mean_var_generic.R#L11
simData,repo,README.md,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L346
"source(paste0(codePath, ""data_analysis.R"")",repo,README.md,0,0,0,0,1,2,2,2,2,2,2,2,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/market_basket_analysis_example.R#L20
upperCol,repo,README.md,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L961
upperThresh,repo,README.md,8,12,10,10,11,11,11,11,11,11,11,11,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/python/sequences_statistics_v1.py#L648
userDt_fromUsage_obs,repo,README.md,84,84,84,84,84,91,91,91,91,91,91,91,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L179
user_id,repo,README.md,169,314,195,201,208,208,208,208,208,208,208,208,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/python/unit_analysis.py#L27
valueCols,repo,README.md,282,356,283,283,283,286,286,286,286,286,286,286,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/python/unit_analysis.py#L424
writePath,repo,README.md,34,50,30,33,54,56,54,54,54,54,54,54,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/python/sequential_data.py#L1373
