code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,doc_link,source_link
item_id,repo,README.md,0,52,60,60,73,73,73,73,73,73,73,73,73,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,https://github.com/google/nerfies/blob/1a38512214cfa14286ef0561992cca9398265e13/notebooks/Nerfies_Capture_Processing.ipynb#L700
metadata.json,repo,README.md,0,1,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,https://github.com/google/nerfies/blob/1a38512214cfa14286ef0561992cca9398265e13/notebooks/Nerfies_Capture_Processing.ipynb#L1360
nerfies_paper,repo,README.md,0,0,3,-,-,-,-,-,-,-,-,-,-,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,https://github.com/google/nerfies/blob/d0940fb16b3473ce49d192ebb0b6589d69ce2dee/notebooks/Nerfies_Training.ipynb#L30
num_exemplars,repo,README.md,0,0,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,https://github.com/google/nerfies/blob/1a38512214cfa14286ef0561992cca9398265e13/notebooks/Nerfies_Capture_Processing.ipynb#L1338
pixel_aspect_ratio,repo,README.md,0,11,12,12,17,17,17,17,17,17,17,17,17,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,https://github.com/google/nerfies/blob/1a38512214cfa14286ef0561992cca9398265e13/notebooks/Nerfies_Capture_Processing.ipynb#L489
points.npy,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,https://github.com/google/nerfies/blob/1a38512214cfa14286ef0561992cca9398265e13/nerfies/datasets/nerfies.py#L168
principal_point,repo,README.md,0,11,12,12,20,20,20,20,20,20,20,20,20,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,https://github.com/google/nerfies/blob/1a38512214cfa14286ef0561992cca9398265e13/notebooks/Nerfies_Capture_Processing.ipynb#L490
radial_distortion,repo,README.md,0,18,19,19,30,30,30,30,30,30,30,30,30,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,https://github.com/google/nerfies/blob/1a38512214cfa14286ef0561992cca9398265e13/third_party/pycolmap/pycolmap/camera.py#L18
rgb,repo,README.md,0,50,63,63,59,65,65,65,65,65,65,65,65,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,https://github.com/google/nerfies/blob/1a38512214cfa14286ef0561992cca9398265e13/notebooks/Nerfies_Training.ipynb#L517
scene.json,repo,README.md,0,1,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,https://github.com/google/nerfies/blob/1a38512214cfa14286ef0561992cca9398265e13/notebooks/Nerfies_Capture_Processing.ipynb#L1305
test_local.gin,repo,README.md,-,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,code_element is a file name
test_vrig.gin,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,code_element is a file name
train_ids,repo,README.md,0,12,22,22,28,28,28,28,28,28,28,28,28,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,https://github.com/google/nerfies/blob/1a38512214cfa14286ef0561992cca9398265e13/train.py#L176
val_ids,repo,README.md,0,8,14,14,19,19,19,19,19,19,19,19,19,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,https://github.com/google/nerfies/blob/1a38512214cfa14286ef0561992cca9398265e13/notebooks/Nerfies_Training.ipynb#L324
warp_id,repo,README.md,0,5,7,7,8,8,8,8,8,8,8,8,8,https://github.com/google/nerfies/blob/a6f604e67332c05d68c662540059f16dc60ea343/README.md,https://github.com/google/nerfies/blob/1a38512214cfa14286ef0561992cca9398265e13/notebooks/Nerfies_Capture_Processing.ipynb#L1366
