code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,doc_link,source_link
"getPublicKey(isAuth, handler, extra)",repo,README.md,-,-,-,5,5,5,5,5,5,5,5,5,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/lib-android/src/androidTest/java/com/google/capillary/android/IntegrationTest.java#L123
groupId,repo,README.md,-,-,0,0,0,0,1,1,1,1,1,1,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/lib/publish.gradle#L34
handleData,repo,README.md,-,-,-,10,10,10,10,10,10,10,10,10,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/lib-android/src/test/java/com/google/capillary/android/DecrypterManagerTest.java#L96
handlePublicKey,repo,README.md,-,-,-,12,12,12,12,12,12,12,12,12,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/lib-android/src/test/java/com/google/capillary/android/DecrypterManagerTest.java#L205
isAuth,repo,README.md,-,-,-,141,141,141,141,141,141,141,141,141,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/lib-android/src/test/java/com/google/capillary/android/KeyManagerTest.java#L40
keychainId,repo,README.md,-,-,-,53,53,53,53,53,53,53,53,53,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/lib-android/src/main/java/com/google/capillary/android/WebPushKeyManager.java#L66
recipientPublicKey,repo,README.md,-,-,-,46,46,22,22,22,22,22,22,22,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/lib/src/test/java/com/google/capillary/RsaEcdsaHybridEncryptTest.java#L40
rsaEcdsaEncrypterManager,repo,README.md,-,-,-,18,18,18,18,18,18,18,18,18,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/lib-android/src/androidTest/java/com/google/capillary/android/IntegrationTest.java#L58
rsaEcdsaEncrypterManager.clearPublicKey(),repo,README.md,-,-,-,1,1,1,1,1,1,1,1,1,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/demo/README.md#L209
rsaEcdsaEncrypterManager.encrypt(message),repo,README.md,-,-,-,1,1,1,1,1,1,1,1,1,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/demo/README.md#L208
rsaEcdsaEncrypterManager.loadPublicKey(recipientPublicKey),repo,README.md,-,-,-,1,1,1,1,1,1,1,1,1,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/demo/README.md#L207
senderSigningKey,repo,README.md,-,-,-,7,7,7,7,7,7,7,7,7,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/lib/src/main/java/com/google/capillary/RsaEcdsaEncrypterManager.java#L44
senderVerificationKey,repo,README.md,-,-,-,23,23,23,23,23,23,23,23,23,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/lib-android/src/main/java/com/google/capillary/android/RsaEcdsaKeyManager.java#L56
tools:installDist,repo,README.md,-,-,-,1,1,1,1,1,1,1,1,1,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/demo/README.md#L43
webPushEncrypterManager,repo,README.md,-,-,-,17,17,17,17,17,17,17,17,17,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/lib-android/src/androidTest/java/com/google/capillary/android/IntegrationTest.java#L59
webPushEncrypterManager.clearPublicKey(),repo,README.md,-,-,-,1,1,1,1,1,1,1,1,1,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/demo/README.md#L215
webPushEncrypterManager.encrypt(message),repo,README.md,-,-,-,1,1,1,1,1,1,1,1,1,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/demo/README.md#L214
webPushEncrypterManager.loadPublicKey(recipientPublicKey),repo,README.md,-,-,-,1,1,1,1,1,1,1,1,1,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/README.md,https://github.com/google/capillary/blob/7dda356679c8f90d73048351ea414f22a582a2b2/demo/README.md#L213
