code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,doc_link,source_link
List<String>,repo,README.md,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,14,14,8,8,8,8,https://github.com/google/CallBuilder/blob/8ce3d61a1a950ceb6d2704adf9574493aa962d9d/README.md,https://github.com/google/CallBuilder/blob/8ce3d61a1a950ceb6d2704adf9574493aa962d9d/java/com/google/callbuilder/TypeInference.java#L126
Optional<Integer>,repo,README.md,.,.,.,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,-,-,-,-,-,-,-,-,https://github.com/google/CallBuilder/blob/8ce3d61a1a950ceb6d2704adf9574493aa962d9d/README.md,https://github.com/google/CallBuilder/blob/610cf585420eae09867f5fe89c324ac8734ad9e8/javatests/com/google/callbuilder/WithStyleTest.java#L42
OptionalSetting,repo,README.md,.,.,.,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,-,-,-,-,-,-,-,-,https://github.com/google/CallBuilder/blob/8ce3d61a1a950ceb6d2704adf9574493aa962d9d/README.md,https://github.com/google/CallBuilder/blob/610cf585420eae09867f5fe89c324ac8734ad9e8/javatests/com/google/callbuilder/WithStyleTest.java#L17
addAll,repo,README.md,.,.,.,3,3,3,3,3,3,3,3,3,3,2,2,6,22,22,22,22,22,22,6,6,6,6,https://github.com/google/CallBuilder/blob/8ce3d61a1a950ceb6d2704adf9574493aa962d9d/README.md,https://github.com/google/CallBuilder/blob/8ce3d61a1a950ceb6d2704adf9574493aa962d9d/java/com/google/callbuilder/UniqueSymbols.java#L38
deps,repo,README.md,.,.,.,5,5,5,5,5,5,7,7,7,7,6,6,6,7,7,7,8,8,-,-,-,-,-,https://github.com/google/CallBuilder/blob/8ce3d61a1a950ceb6d2704adf9574493aa962d9d/README.md,https://github.com/google/CallBuilder/blob/ba20a7f6cebea0487d32f89e9d4da543fa26d49f/third_party/junit4/BUILD#L8
java_binary,repo,README.md,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-,-,-,-,-,https://github.com/google/CallBuilder/blob/8ce3d61a1a950ceb6d2704adf9574493aa962d9d/README.md,https://github.com/google/CallBuilder/blob/ba20a7f6cebea0487d32f89e9d4da543fa26d49f/java/com/google/callbuilder/CallBuilderBinary.java#L17
java_library,repo,README.md,.,.,.,3,3,3,3,3,3,5,5,5,5,5,5,5,8,8,8,8,8,-,-,-,-,-,https://github.com/google/CallBuilder/blob/8ce3d61a1a950ceb6d2704adf9574493aa962d9d/README.md,https://github.com/google/CallBuilder/blob/ba20a7f6cebea0487d32f89e9d4da543fa26d49f/third_party/junit4/BUILD#L5
CallBuilder,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,23,23,23,23,https://github.com/google/CallBuilder/wiki/Home/4d5396dec681aa85b84d8c3f790c15d2aaae40be,https://github.com/google/CallBuilder/blob/8ce3d61a1a950ceb6d2704adf9574493aa962d9d/javatests/com/google/callbuilder/WithStyleTest.java#L33
CallBuilder,wiki,Project-setup-(users).md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,.,.,.,.,https://github.com/google/CallBuilder/wiki/Project-setup-(users)/645d9fc55fcea172c383da5f88d75c0ae6982692,https://github.com/google/CallBuilder/blob/5afa2a5e44bc11014d313b8bab60bb711b9e2b51/javatests/com/google/callbuilder/WithStyleTest.java#L33
CallBuilderProcessor.jar,wiki,Project-setup-(users).md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,https://github.com/google/CallBuilder/wiki/Project-setup-(users)/645d9fc55fcea172c383da5f88d75c0ae6982692,https://github.com/google/CallBuilder/blob/5afa2a5e44bc11014d313b8bab60bb711b9e2b51/java/com/google/callbuilder/BUILD#L51
JSR305,wiki,Project-setup-(users).md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,https://github.com/google/CallBuilder/wiki/Project-setup-(users)/645d9fc55fcea172c383da5f88d75c0ae6982692,https://github.com/google/CallBuilder/blob/5afa2a5e44bc11014d313b8bab60bb711b9e2b51/third_party/jsr-305/nbproject/project.xml#L6
deps,wiki,Project-setup-(users).md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,https://github.com/google/CallBuilder/wiki/Project-setup-(users)/645d9fc55fcea172c383da5f88d75c0ae6982692,https://github.com/google/CallBuilder/blob/5afa2a5e44bc11014d313b8bab60bb711b9e2b51/third_party/junit4/BUILD#L8
java_binary,wiki,Project-setup-(users).md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,https://github.com/google/CallBuilder/wiki/Project-setup-(users)/645d9fc55fcea172c383da5f88d75c0ae6982692,https://github.com/google/CallBuilder/blob/5afa2a5e44bc11014d313b8bab60bb711b9e2b51/java/com/google/callbuilder/CallBuilderBinary.java#L17
java_library,wiki,Project-setup-(users).md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,https://github.com/google/CallBuilder/wiki/Project-setup-(users)/645d9fc55fcea172c383da5f88d75c0ae6982692,https://github.com/google/CallBuilder/blob/5afa2a5e44bc11014d313b8bab60bb711b9e2b51/third_party/junit4/BUILD#L5
