code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,doc_link,source_link
Provide<Counter>,repo,README.md,0,0,0,0,0,0,0,0,1,1,1,1,1,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/example/lib/main.dart#L77
Provide<T>,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/lib/provide.dart#L242
Provider,repo,README.md,-,-,-,28,28,28,28,28,30,31,31,31,31,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L64
Provider<T>,repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L433
ProviderNode,repo,README.md,15,15,15,15,15,15,15,15,19,20,20,20,20,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L179
ProviderNodes,repo,README.md,2,2,2,-,-,-,-,-,-,-,-,-,-,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/e648e78033b4a5ac488191f85f761c83f94cb22a/lib/provide.dart#L12
Providers,repo,README.md,-,-,-,14,14,14,14,14,16,16,16,16,16,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L19
Providers(),repo,README.md,5,5,5,5,5,5,5,5,7,8,8,8,8,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L22
StatelessWidget,repo,README.md,4,4,4,4,4,4,4,4,6,6,6,6,6,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L464
Stream,repo,README.md,-,-,-,14,14,14,14,14,14,14,14,14,14,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L210
T,repo,README.md,-,-,-,64,64,64,64,64,64,66,66,66,66,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L433
Type,repo,README.md,-,-,-,16,16,16,16,16,16,16,16,16,16,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/lib/provide.dart#L89
ValueNotifier,repo,README.md,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L150
build(BuildContext context),repo,README.md,6,6,6,6,6,6,6,6,8,8,8,8,8,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L471
increment(),repo,README.md,3,3,3,3,3,3,3,3,6,6,6,6,6,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L259
main(),repo,README.md,1,1,1,1,1,1,1,1,3,3,3,3,3,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L18
notifyListeners(),repo,README.md,2,2,2,2,2,2,2,2,3,3,3,3,3,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L458
onPressed,repo,README.md,0,0,0,0,0,0,0,0,1,1,1,1,1,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/example/lib/main.dart#L92
package:provider,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,1,2,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/CHANGELOG.md#L3
package:scoped_model,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,2,2,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L12
provide,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,32,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L11
provide(Provider.function((context),repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L168
provider,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,60,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/test/provide_test.dart#L51
runApp,repo,README.md,0,0,0,0,0,0,0,0,1,1,1,1,1,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/README.md,https://github.com/google/flutter-provide/blob/2375fa7c2b44c64a1852aa455db253f4b0091fd2/example/lib/main.dart#L29
