code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,doc_link,source_link
"Deflater(9, true)",repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchGenerator.java#L33
DeflaterOutputStream,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,18,18,18,18,18,18,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/shared/src/test/java/com/google/archivepatcher/shared/DeflateUncompressorTest.java#L26
"DeflaterOutputStream(patchOut, compressor, 32768)",repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchGenerator.java#L36
File(args[0]),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchGenerator.java#L31
File(args[1]),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchGenerator.java#L32
FileByFileV1DeltaApplier,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,14,14,14,14,14,14,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/tools/src/main/java/com/google/archivepatcher/tools/FileByFileTool.java#L17
FileByFileV1DeltaApplier(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchApplier.java#L38
FileByFileV1DeltaGenerator,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,14,11,11,11,11,11,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/tools/src/main/java/com/google/archivepatcher/tools/FileByFileTool.java#L19
FileByFileV1DeltaGenerator(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,3,3,3,3,3,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchGenerator.java#L37
FileInputStream,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,22,22,22,22,22,22,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/tools/src/main/java/com/google/archivepatcher/tools/FileByFileTool.java#L25
FileInputStream(args[1]),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchApplier.java#L34
FileOutputStream,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,66,66,66,75,75,75,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/tools/src/main/java/com/google/archivepatcher/tools/FileByFileTool.java#L26
FileOutputStream(args[2]),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchGenerator.java#L34
GFbFv1_0,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/shared/src/main/java/com/google/archivepatcher/shared/PatchConstants.java#L24
IS,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,111,109,111,111,114,114,114,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/tools/src/main/java/com/google/archivepatcher/tools/PatchExplainerTool.java#L10
Inflater(true),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchApplier.java#L33
InflaterInputStream,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,11,11,11,11,11,11,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/shared/src/test/java/com/google/archivepatcher/shared/DeflateCompressorTest.java#L29
"InflaterInputStream(compressedPatchIn, uncompressor, 32768)",repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchApplier.java#L36
JRE,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/shared/src/test/java/com/google/archivepatcher/shared/JreDeflateParametersTest.java#L56
KIND,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,110,108,110,110,113,113,113,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/tools/src/main/java/com/google/archivepatcher/tools/PatchExplainerTool.java#L11
LICENSE,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,110,108,110,110,113,113,116,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/tools/src/main/java/com/google/archivepatcher/tools/PatchExplainerTool.java#L7
OF,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,114,112,114,114,117,117,117,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/tools/src/main/java/com/google/archivepatcher/tools/PatchExplainerTool.java#L11
OR,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,118,116,118,118,121,121,121,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/tools/src/main/java/com/google/archivepatcher/tools/PatchExplainerTool.java#L11
OS,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/gradlew.bat#L9
PKWARE,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/generator/src/main/java/com/google/archivepatcher/generator/MinimalZipEntry.java#L153
SamplePatchApplier,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchApplier.java#L26
SamplePatchGenerator,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchGenerator.java#L25
UTF,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,13,13,13,14,14,14,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/tools/src/main/java/com/google/archivepatcher/tools/PatchExplainerTool.java#L204
WARRANTIES,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,110,108,110,110,113,113,113,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/tools/src/main/java/com/google/archivepatcher/tools/PatchExplainerTool.java#L11
WITHOUT,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,114,112,114,114,117,117,117,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/tools/src/main/java/com/google/archivepatcher/tools/PatchExplainerTool.java#L11
"applyDelta(oldFile, patchIn, newFileOut)",repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchApplier.java#L38
compressedPatchIn,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchApplier.java#L34
compressedPatchOut,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchGenerator.java#L35
compressedPatchOut.finish(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchGenerator.java#L38
compressedPatchOut.flush(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchGenerator.java#L39
compressor.end(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchGenerator.java#L41
exit(-1),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchGenerator.java#L29
"generateDelta(oldFile, newFile, compressedPatchOut)",repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/archive-patcher/blob/8f6afb9a0363dfcb3be4ef2a53926c937bd0d8c4/README.md,https://github.com/google/archive-patcher/blob/50ca40a3de7983392a383ed3cc7b48e25f1b69b3/sample/src/main/java/com/google/archivepatcher/sample/SamplePatchGenerator.java#L37
