code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,doc_link,source_link
ID,repo,README.md,2,14,14,14,10,10,10,10,10,https://github.com/google/eclipse2017/blob/4263f8f43e4f1abf66b970ebefb85595943b7970/README.md,https://github.com/google/eclipse2017/blob/a328c6d437638b1fe89aa8a24579406f01fe970d/upload/server/app/backend/upload_server.py#L145
IP,repo,README.md,10,15,15,15,15,15,11,11,11,https://github.com/google/eclipse2017/blob/4263f8f43e4f1abf66b970ebefb85595943b7970/README.md,https://github.com/google/eclipse2017/blob/a328c6d437638b1fe89aa8a24579406f01fe970d/upload/nginx/templates/nginx.conf.tmpl#L76
JSON,repo,README.md,2,8,8,8,7,7,7,7,7,https://github.com/google/eclipse2017/blob/4263f8f43e4f1abf66b970ebefb85595943b7970/README.md,https://github.com/google/eclipse2017/blob/a328c6d437638b1fe89aa8a24579406f01fe970d/src/export_eclipse_dataset/strip_image_pii.py#L68
JavaScript,repo,README.md,-,6,6,6,6,6,6,6,6,https://github.com/google/eclipse2017/blob/4263f8f43e4f1abf66b970ebefb85595943b7970/README.md,https://github.com/google/eclipse2017/blob/a328c6d437638b1fe89aa8a24579406f01fe970d/data/SE2017Aug21Tpath.html#L1
TLS,repo,README.md,6,8,8,8,8,8,8,8,8,https://github.com/google/eclipse2017/blob/4263f8f43e4f1abf66b970ebefb85595943b7970/README.md,https://github.com/google/eclipse2017/blob/a328c6d437638b1fe89aa8a24579406f01fe970d/upload/nginx/templates/nginx.conf.tmpl#L66
TODO,repo,README.md,19,34,36,36,33,32,32,32,32,https://github.com/google/eclipse2017/blob/4263f8f43e4f1abf66b970ebefb85595943b7970/README.md,https://github.com/google/eclipse2017/blob/a328c6d437638b1fe89aa8a24579406f01fe970d/upload/server/tests/backend/upload_server_test.py.disabled#L173
create_secret,repo,README.md,4,4,4,4,4,4,4,4,4,https://github.com/google/eclipse2017/blob/4263f8f43e4f1abf66b970ebefb85595943b7970/README.md,https://github.com/google/eclipse2017/blob/a328c6d437638b1fe89aa8a24579406f01fe970d/scripts/yaml_secret.py#L54
eclipse,repo,README.md,263,419,426,426,356,345,345,345,345,https://github.com/google/eclipse2017/blob/4263f8f43e4f1abf66b970ebefb85595943b7970/README.md,https://github.com/google/eclipse2017/blob/a328c6d437638b1fe89aa8a24579406f01fe970d/upload/system_tests/runtests.py#L53
secret_keys_,repo,README.md,1,1,1,1,1,1,1,1,1,https://github.com/google/eclipse2017/blob/4263f8f43e4f1abf66b970ebefb85595943b7970/README.md,https://github.com/google/eclipse2017/blob/a328c6d437638b1fe89aa8a24579406f01fe970d/scripts/_build#L49
service_account,repo,README.md,17,25,25,25,25,25,25,25,25,https://github.com/google/eclipse2017/blob/4263f8f43e4f1abf66b970ebefb85595943b7970/README.md,https://github.com/google/eclipse2017/blob/a328c6d437638b1fe89aa8a24579406f01fe970d/upload/server/tests/main_test.py#L46
service_account_,repo,README.md,1,1,1,1,1,1,1,1,1,https://github.com/google/eclipse2017/blob/4263f8f43e4f1abf66b970ebefb85595943b7970/README.md,https://github.com/google/eclipse2017/blob/a328c6d437638b1fe89aa8a24579406f01fe970d/scripts/_build#L48
