code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,doc_link,source_link
KIND,repo,README.md,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/tests/python-tests/harsanitizer_test.py#L12
LICENSE,repo,README.md,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/tests/python-tests/harsanitizer_test.py#L8
OF,repo,README.md,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/tests/python-tests/harsanitizer_test.py#L12
OR,repo,README.md,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/tests/python-tests/harsanitizer_test.py#L12
POSTData,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/harsanitizer/static/templates/remotehost/index.html#L120
POSTed,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/harsanitizer/harsan_api.py#L116
REST,repo,README.md,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/tests/python-tests/harsanitizer_test.py#L103
STATIC_URL_PATH,repo,README.md,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/c0ebc8954a9e3bfcfe06dd591811deec45784298/harsanitizer/harsan_api.py#L31
TODO,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/84d4ae7b0c3d97907314d2b3c7159391c2d3027e/tests/python-tests/harsanitizer_test.py#L100
URL,repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/harsanitizer/static/js/main.js#L162
URLQuery,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/harsanitizer/static/templates/remotehost/index.html#L120
WARRANTIES,repo,README.md,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/tests/python-tests/harsanitizer_test.py#L12
WITHOUT,repo,README.md,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/tests/python-tests/harsanitizer_test.py#L12
all_content_mimetypes,repo,README.md,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/harsanitizer/harsanitizer.py#L582
all_cookies,repo,README.md,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/harsanitizer/harsanitizer.py#L579
all_headers,repo,README.md,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/harsanitizer/harsanitizer.py#L580
all_params,repo,README.md,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/harsanitizer/harsanitizer.py#L581
content_list,repo,README.md,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,18,18,18,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/harsanitizer/harsanitizer.py#L479
defaultContentList,repo,README.md,-,-,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/5eb8ee5cf771f33432ef4a2f3bcc95c91a6491d3/harsanitizer/static/js/main.js#L46
defaultWordList,repo,README.md,-,-,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/5eb8ee5cf771f33432ef4a2f3bcc95c91a6491d3/harsanitizer/static/js/main.js#L19
default_content_scrub_list,repo,README.md,-,-,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/5eb8ee5cf771f33432ef4a2f3bcc95c91a6491d3/harsanitizer/harsanitizer.py#L124
default_mimetype_scrublist,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/tests/python-tests/harsanitizer_test.py#L106
get_wordlist,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/tests/python-tests/harsanitizer_test.py#L105
har_file,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/tests/python-tests/harsanitizer_test.py#L46
harsan_api,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/tests/python-tests/harsanitizer_test.py#L25
json.load(har_file),repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/tests/python-tests/harsanitizer_test.py#L47
mimeTypes,repo,README.md,23,23,23,23,23,23,23,23,23,23,23,23,23,25,25,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/harsanitizer/static/templates/remotehost/index.html#L121
scrub_har,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/harsanitizer/harsan_api.py#L189
static_files,repo,README.md,7,7,8,8,8,8,8,8,8,8,8,6,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/har-sanitizer/blob/3b2d808ac7efffc15e33ebf32d0e59920282ab6a/README.md,https://github.com/google/har-sanitizer/blob/cc4599dd749ce983634669c458b8cb2a65686b33/harsanitizer/static/templates/remotehost/index.html#L27
