code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,doc_link,source_link
content_type,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,3,3,3,3,3,3,3,3,3,4,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/app/options/options.component.ts#L94
dist,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/tsconfig.json#L5
host,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,33,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/assets/content.js#L93
lex-asc,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/app/input-bar/input-bar.component.ts#L121
lex-desc,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/app/input-bar/input-bar.component.ts#L128
regexp,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,43,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/app/input-bar/input-bar.component.spec.ts#L151
regexp:,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/app/interfaces.ts#L27
size-asc,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/app/input-bar/input-bar.component.ts#L133
size-desc,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/app/input-bar/input-bar.component.ts#L137
sort:,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,17,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/app/interfaces.ts#L70
sort:size,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/app/input-bar/input-bar.component.ts#L135
statusOk,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,-,3,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/46943b514c1bfd6d65cad303749fd28cd2acdec8/src/app/interfaces.ts#L15
status_code,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,2,2,2,2,2,2,2,2,4,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/app/interfaces.ts#L31
status_ok,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,2,2,2,2,2,2,2,2,5,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/app/interfaces.ts#L32
tag,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,7,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/app/options/options.component.ts#L94
tagName,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,12,12,12,12,13,-,13,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/46943b514c1bfd6d65cad303749fd28cd2acdec8/src/assets/content.js#L43
url,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91,94,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/styles.css#L2
visible,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,34,https://github.com/google/link-diver/blob/deeec716bac80d05ce3431d8946576a2fa850f12/README.md,https://github.com/google/link-diver/blob/371561f7e697fdae15fd3f5809c0a69137d67a47/src/assets/content.js#L116
