code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,doc_link,source_link
CoreFactory.newDataFeedBuilder(),repo,README.md,10,7,7,7,7,7,7,7,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L50
CoreFactory.newRecipeBuilder(),repo,README.md,8,5,5,5,5,5,5,5,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L53
CoreFactory.newThingBuilder(),repo,README.md,6,3,3,3,3,3,3,3,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L176
DEF,repo,README.md,18,17,17,17,17,17,17,17,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L56
DataFeed,repo,README.md,308,302,302,302,302,302,302,302,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L25
DataType,repo,README.md,23,16,16,16,16,16,16,16,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/core/datatype/Time.java#L24
Date,repo,README.md,2079,2077,2077,2077,2077,2077,2077,2077,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/core/impl/WineryImpl.java#L23
DateTime,repo,README.md,1557,1555,1555,1555,1555,1555,1555,1555,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/core/impl/WriteActionImpl.java#L25
Enum,repo,README.md,43,39,39,39,39,39,39,39,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/core/SteeringPositionValueEnum.java#L27
FAILED_ACTION_STATUS,repo,README.md,4,3,3,3,3,3,3,3,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/core/ActionStatusTypeEnum.java#L34
FailedActionStatus,repo,README.md,2,1,1,1,1,1,1,1,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/core/ActionStatusTypeEnum.java#L34
False,repo,README.md,2,1,1,1,1,1,1,1,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/core/BooleanEnum.java#L30
GoogFactory,repo,README.md,9,6,6,6,6,6,6,6,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L30
IRI,repo,README.md,3,2,2,2,2,2,2,2,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/JsonLdSerializer.java#L447
ImmutableList,repo,README.md,4998,4994,4994,4994,4994,4994,4994,4994,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L21
JSON,repo,README.md,81,55,55,55,55,55,55,55,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L207
JSR,repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L308
JsonIOException,repo,README.md,10,6,6,6,6,6,6,6,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/JsonLdSerializer.java#L28
JsonLdContext,repo,README.md,1825,1821,1821,1821,1821,1821,1821,1821,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L532
JsonLdFactory.newContextBuilder(),repo,README.md,11,7,7,7,7,7,7,7,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L51
JsonLdSerializer,repo,README.md,13,6,7,7,7,7,7,7,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L38
JsonLdSerializer(true /* setPrettyPrinting */),repo,README.md,5,1,1,1,1,1,1,1,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L42
JsonLdSyntaxException,repo,README.md,52,48,48,48,48,48,48,48,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L206
LD,repo,README.md,72,50,50,50,50,50,50,50,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L207
List<Thing>,repo,README.md,18,14,14,14,14,14,14,14,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L241
List<ValueType>,repo,README.md,3,2,2,2,2,2,2,2,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/JsonLdSerializer.java#L222
POTENTIAL_ACTION_STATUS,repo,README.md,4,3,3,3,3,3,3,3,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/core/ActionStatusTypeEnum.java#L36
PotentialActionStatus,repo,README.md,2,1,1,1,1,1,1,1,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/core/ActionStatusTypeEnum.java#L36
TR,repo,README.md,6,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L151
Time,repo,README.md,15,13,13,13,13,13,13,13,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/core/impl/OpeningHoursSpecificationImpl.java#L27
True,repo,README.md,15,13,13,13,13,13,13,13,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L81
URL,repo,README.md,10308,10305,10305,10305,10305,10305,10305,10305,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/goog/impl/PopularityScoreSpecificationImpl.java#L38
addAuthor(CoreFactory.newPersonBuilder(),repo,README.md,8,5,5,5,5,5,5,5,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L56
addDataFeedElement,repo,README.md,22,19,19,19,19,19,19,19,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L52
addJsonLdContext,repo,README.md,1214,1210,1210,1210,1210,1210,1210,1210,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L51
"addName(""John Smith"")",repo,README.md,2,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L182
"addName(""John"")",repo,README.md,2,1,1,1,1,1,1,1,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L178
"addName(""recipe name"")",repo,README.md,8,6,6,6,6,6,6,6,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L55
addProperty,repo,README.md,84529,84524,84524,84524,84524,84524,84524,84524,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L179
"addProperty(""customPropertyName"", ""customPropertyValue"")",repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L44
"addUrl(""http://example.com"")",repo,README.md,2,1,1,1,1,1,1,1,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L577
addXXX(),repo,README.md,3,2,2,2,2,2,2,2,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/JsonLdSerializer.java#L710
add[PropertyName],repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L86
build(),repo,README.md,21757,21756,21756,21756,21756,21756,21756,21756,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/goog/impl/PopularityScoreSpecificationImpl.java#L76
com.google.schemaorg,repo,README.md,2779,2776,2776,2776,2776,2776,2776,2776,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L17
com.google.schemaorg.core,repo,README.md,1385,1380,1380,1380,1380,1380,1380,1380,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L22
com.google.schemaorg.core.datatype,repo,README.md,2816,2814,2814,2814,2814,2814,2814,2814,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L28
com.google.schemaorg.core.datatype.Text,repo,README.md,1199,1198,1198,1198,1198,1198,1198,1198,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L29
com.google.schemaorg.goog,repo,README.md,1797,1795,1795,1795,1795,1795,1795,1795,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L30
customPropertyValue,repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L51
dataFeed,repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L264
dataFeed.getDataFeedElementList(),repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L268
dataFeed.getJsonLdContextList(),repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L265
dataFeedElement,repo,README.md,25,24,24,24,24,24,24,24,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L73
equals(actual.get(0),repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L263
"fileTree(dir: 'schema-org-client-1.0.0/lib', include: '*.jar')",repo,README.md,2,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L331
files('schema-org-client-1.0.0/schema-org-client-1.0.0.jar'),repo,README.md,3,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L323
findbugs:jsr305:3,repo,README.md,2,1,1,1,1,1,1,1,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/build.gradle#L11
get(0),repo,README.md,15,8,8,8,8,8,8,8,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L365
get(1),repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L267
getProperty,repo,README.md,1729,1728,1728,1728,1728,1728,1728,1728,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L365
"getProperty(""customPropertyName"")",repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L52
"getTerm(""goog"")",repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L267
