code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,doc_link,source_link
double,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/third_party/libnv/nv.9#L609
float,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/compress.c#L306
grpc,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,59,59,59,59,59,59,59,59,59,59,59,59,59,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/bz2-stub-grpc.cc#L22
int,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,837,837,837,841,841,841,841,893,902,899,899,899,899,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/unzcrash.c#L44
interface,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,52,52,52,52,52,52,52,52,52,52,52,52,52,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/manual.xml#L105
libbz2,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,58,58,58,58,58,58,58,58,58,58,58,58,58,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/manual.xml#L2545
libbz2.a,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,11,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README#L25
libnv,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,38,38,38,38,38,38,38,38,38,38,38,38,38,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/third_party/libnv/nv.9#L61
message,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,32,32,32,32,32,32,32,32,32,32,32,32,32,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/third_party/libnv/nvpair.c#L441
number,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,84,84,84,84,84,84,84,84,84,84,84,84,84,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/words0#L2
optional,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/bzmore.1#L49
repeated,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,18,18,18,18,18,18,18,18,18,18,18,18,18,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/manual.xml#L592
string,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,58,58,58,59,59,59,59,59,59,59,59,59,59,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/third_party/libnv/nvpair.c#L43
struct,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,105,105,105,105,105,105,105,111,111,111,111,111,111,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/third_party/libnv/nvpair_impl.h#L47
testStream,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/bzlib.capnp#L21
x,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,49,49,49,49,49,49,49,49,49,46,46,46,46,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/rpc-util.c#L82
y,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,70,70,70,70,70,70,70,70,70,70,70,70,70,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/manual.ps#L824
z,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,32,32,32,32,32,32,32,32,32,32,32,32,32,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/manual.xml#L344
zlib,repo,README.md,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,32,32,32,32,32,32,32,32,32,32,32,32,32,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/README.md,https://github.com/google/bzip2-rpc/blob/2e6d4f31c9a6b342abe2d19decaba673fce58ac6/manual.xml#L709
