code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,doc_link,source_link
Encode,repo,README.md,15,15,15,15,15,15,15,15,15,15,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/testing/mock_lyra_encoder.h#L35
IEEE,repo,README.md,0,0,0,0,0,0,0,0,7,7,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/sparse_matmul/numerics/fast_transcendentals.h#L94
LICENSE,repo,README.md,132,132,132,132,132,132,132,132,179,179,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/wavegru_model_impl_test.cc#L7
LyraDecoder,repo,README.md,38,38,38,38,38,38,38,38,38,38,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_integration_test.cc#L82
LyraDecoderInterface,repo,README.md,4,4,4,4,4,4,4,4,4,4,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/testing/mock_lyra_decoder.h#L31
LyraEncoder,repo,README.md,34,34,34,34,34,34,34,34,34,34,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_integration_test.cc#L74
LyraEncoderInterface,repo,README.md,4,4,4,4,4,4,4,4,4,4,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/testing/mock_lyra_encoder.h#L31
NDK,repo,README.md,1,1,1,1,1,1,1,1,2,2,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/toolchain/README.md#L8
README,repo,README.md,-,-,-,-,-,-,-,-,4,4,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/toolchain/cc_toolchain_config.bzl#L3
SetEncodedPacket,repo,README.md,16,16,16,16,16,16,16,16,16,16,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/testing/mock_lyra_decoder.h#L35
SetEncodedPacket(absl::Span<const uint8_t> encoded),repo,README.md,3,3,3,3,3,3,3,3,3,3,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_decoder_interface.h#L38
TextView,repo,README.md,4,4,4,4,4,4,4,4,4,4,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/android_example/res/layout/activity_main.xml#L25
WaveRNN,repo,README.md,0,0,0,0,0,0,0,0,7,7,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/sparse_matmul/compute/gru_gates_avx_fixed.h#L292
android_arm64,repo,README.md,15,15,15,18,18,18,18,18,18,18,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/sparse_matmul/vector/cachealignedvector_benchmark.cc#L28
android_binary,repo,README.md,2,2,2,2,2,2,2,2,2,2,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/android_example/BUILD#L1
android_example,repo,README.md,0,0,0,0,0,0,0,0,0,1,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/.github/workflows/ci.yml#L21
android_example:lyra_android_example,repo,README.md,0,0,0,1,1,1,1,1,1,1,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/.github/workflows/ci.yml#L16
benchmarkDecode(),repo,README.md,2,2,2,2,2,2,2,2,2,2,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/android_example/java/com/example/android/lyra/MainActivity.java#L209
benchmark_decode_lib,repo,README.md,8,8,8,8,8,8,8,8,8,8,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/benchmark_decode_lib.cc#L15
bitrate(),repo,README.md,9,9,9,9,9,9,9,9,9,9,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_integration_test.cc#L80
cc_binary,repo,README.md,4,4,4,4,4,4,4,4,5,5,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/sparse_matmul/vector/BUILD#L40
cc_library,repo,README.md,69,69,69,69,69,69,69,69,85,85,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/testing/BUILD#L5
combined_model_and_conditioning,repo,README.md,1,1,1,1,1,1,1,1,1,1,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/benchmark_decode_lib.cc#L181
conditioning_only,repo,README.md,1,1,1,1,1,1,1,1,1,1,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/benchmark_decode_lib.cc#L178
decoder_main,repo,README.md,3,3,3,4,4,4,4,4,4,4,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/BUILD#L20
enable_dtx,repo,README.md,42,42,42,42,42,42,42,42,42,42,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_integration_test.cc#L76
encoded_path,repo,README.md,14,14,14,14,14,14,14,14,14,14,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/decoder_main_lib.h#L39
encoder_main,repo,README.md,3,3,3,4,4,4,4,4,4,4,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/BUILD#L23
frame_rate(),repo,README.md,9,9,9,9,9,9,9,9,9,9,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_integration_test.cc#L91
input_path,repo,README.md,8,8,8,8,8,8,8,8,8,8,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_integration_test.cc#L54
is_comfort_noise(),repo,README.md,20,20,20,20,20,20,20,20,20,20,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/packet_loss_handler_test.cc#L61
layer_wrapper,repo,README.md,23,23,23,23,23,23,23,23,23,23,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/transpose_convolutional_layer_wrapper_test.cc#L24
libsparse_inference,repo,README.md,2,2,2,2,2,2,2,2,-,-,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/7f967b991c77c466c42ee9854da0e2ed856b3e06/BUILD#L844
lyra_16khz_ar_to_gates_,repo,README.md,1,1,1,1,1,1,1,1,1,1,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_wavegru_test.cc#L97
lyra_16khz_gru_layer_,repo,README.md,1,1,1,1,1,1,1,1,1,1,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_wavegru_test.cc#L118
lyra_android_example,repo,README.md,3,3,3,3,3,3,3,3,3,4,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/android_example/java/com/example/android/lyra/MainActivity.java#L42
lyra_decoder,repo,README.md,17,17,17,17,17,17,17,17,17,17,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_integration_test.cc#L34
lyra_encoder,repo,README.md,15,15,15,15,15,15,15,15,15,15,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_integration_test.cc#L35
lyra_integration_test,repo,README.md,5,5,5,5,5,5,5,5,5,5,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_encoder.h#L39
lyra_wavegru,repo,README.md,14,14,14,14,14,14,14,14,14,14,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/wavegru_model_impl.h#L32
model_only,repo,README.md,1,1,1,1,1,1,1,1,1,1,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/benchmark_decode_lib.cc#L179
model_path,repo,README.md,121,121,121,121,121,121,121,121,122,122,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/wavegru_model_impl.h#L44
nullptr,repo,README.md,219,219,219,219,219,219,219,219,277,277,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/wavegru_model_impl_test.cc#L42
num_channels,repo,README.md,47,47,47,47,47,47,47,47,48,48,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/wav_util_test.cc#L56
num_channels(),repo,README.md,9,9,9,9,9,9,9,9,9,9,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_integration_test.cc#L79
num_samples,repo,README.md,110,110,110,110,110,110,110,110,110,110,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/wavegru_model_impl_test.cc#L59
output_dir,repo,README.md,22,22,22,22,22,22,22,22,22,22,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/encoder_main.cc#L29
sample_rate_hz,repo,README.md,95,95,95,95,95,95,95,95,96,96,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/wav_util_test.cc#L57
sample_rate_hz(),repo,README.md,10,10,10,10,10,10,10,10,10,10,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/lyra_integration_test.cc#L78
sparse_matmul,repo,README.md,-,-,-,-,-,-,-,-,234,234,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/wavegru_model_impl.h#L33
unique_ptr,repo,README.md,189,189,189,189,189,189,189,189,198,198,https://github.com/google/lyra/blob/4d759efcd7c79f8f5aa25714e971b353ea21d3f4/README.md,https://github.com/google/lyra/blob/630be3348651a4c160514c77c1c1cd68cd484b61/wavegru_model_impl_test.cc#L39
