code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,doc_link,source_link
FAILED,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,20,20,20,20,20,20,20,20,20,20,20,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/41f7d7199e382633bb292fbe2fea860928d7df3f/install/node-setup.sh#L38
FIREWALL_RULE_NAME,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/f9d8dfad7a17d816f452b716f5200a829628e370/install/gcp-project-setup.sh#L40
GCE,repo,README.md,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/737c540b5ea89b0780e6daccada0f66a87ab68f4/collector/README-gcloud.md#L17
GCP,repo,README.md,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-,-,-,-,9,10,10,10,10,10,10,10,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/f9d8dfad7a17d816f452b716f5200a829628e370/install/node-setup.sh#L21
GKE,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,1,1,1,1,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/c9c729daa80aa67d664c40df4c2e62c200c7edcc/collector/context.py#L525
GNU,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,6,6,6,8,8,8,8,8,8,8,8,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/c9c729daa80aa67d664c40df4c2e62c200c7edcc/collector/testdata/nodes.output.json#L72
GoogleCloudPlatform,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/c9c729daa80aa67d664c40df4c2e62c200c7edcc/collector/metrics.py#L23
HTTP,repo,README.md,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/c9c729daa80aa67d664c40df4c2e62c200c7edcc/collector/docker_proxy.py#L54
ID,repo,README.md,14,14,14,14,17,17,14,14,14,17,17,17,17,17,17,22,22,17,19,23,24,24,30,30,31,31,32,43,43,43,43,43,48,48,64,64,64,64,64,65,66,66,67,67,67,67,67,67,66,70,70,69,69,69,69,69,69,71,71,71,71,71,71,71,71,6,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/collector/simple_cache_test.py#L97
IMPORTANT,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/f9d8dfad7a17d816f452b716f5200a829628e370/install/master-setup.sh#L31
IP,repo,README.md,0,0,0,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/737c540b5ea89b0780e6daccada0f66a87ab68f4/collector/README-gcloud.md#L18
JSON,repo,README.md,-,-,-,-,-,-,15,15,17,19,19,18,18,18,18,22,22,22,19,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,26,27,27,27,27,27,27,27,16,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/collector/utilities.py#L192
KUBERNETES_API,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/collector/kubernetes.py#L21
LoadBalancer,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/a688314ce231dd6b8ab598b97e14b289790df5b7/install/cluster-insight-service.yaml#L11
MacOSX,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/c9c729daa80aa67d664c40df4c2e62c200c7edcc/install/cluster-insight-setup.sh#L20
NAME,repo,README.md,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/737c540b5ea89b0780e6daccada0f66a87ab68f4/collector/Dockerfile#L27
NOTE,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/b011fc2538a1b1afa4682e4304498ba8a3c9ad42/collector/docker.py#L195
PROJECT_ID,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,15,15,15,15,15,15,15,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/f9d8dfad7a17d816f452b716f5200a829628e370/install/gcp-project-setup.sh#L36
PROJECT_NAME,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/41f7d7199e382633bb292fbe2fea860928d7df3f/install/node-setup.sh#L30
REST,repo,README.md,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/collector/kubernetes.py#L20
ReplicationController,repo,README.md,-,-,-,-,-,-,5,5,5,24,24,24,24,24,24,24,24,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,41,43,43,43,43,43,43,43,43,43,43,44,44,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/c9c729daa80aa67d664c40df4c2e62c200c7edcc/install/cluster-insight-setup.sh#L248
SCRIPT,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-,-,-,-,10,10,10,10,10,10,10,10,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/f9d8dfad7a17d816f452b716f5200a829628e370/install/gcp-project-setup.sh#L27
TIME,repo,README.md,-,-,-,-,-,-,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,0,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/c9c729daa80aa67d664c40df4c2e62c200c7edcc/collector/testdata/processes.output.json#L16
URL,repo,README.md,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/collector/static/home.html#L25
annotations,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,30,30,30,54,55,58,58,59,59,64,64,63,70,70,70,70,70,71,69,69,69,99,99,99,99,99,99,99,99,99,99,99,99,102,103,103,103,103,103,103,103,103,106,106,106,106,106,106,106,106,84,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/collector/utilities_test.py#L25
cluster-insight,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/install/cluster-insight-service.yaml#L4
cluster-insight-controller.yaml,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,code_element is a file name
cluster-insight-setup.sh,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,2,2,1,1,1,1,1,1,1,1,1,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/243cbcf215f2cdc8375de5935dd8a87369f802f5/install/cluster-insight-setup.sh#L27
createdFrom,repo,README.md,-,-,-,-,-,-,2,2,2,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,20,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/collector/testdata/debug.output.json#L1
default,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,111,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/install/cluster-insight-service.yaml#L5
gcp-project-setup.sh,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/f9d8dfad7a17d816f452b716f5200a829628e370/install/node-setup.sh#L29
kubectl,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,5,5,5,5,5,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/f9d8dfad7a17d816f452b716f5200a829628e370/install/master-setup.sh#L94
kubernetes/cluster-insight,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,12,12,15,15,15,15,15,15,15,18,18,-,-,-,-,-,19,20,20,20,20,20,20,20,20,-,https://github.com/google/cluster-insight/blob/cd55ca2ef41faf21a4d51aa33d04f2312397acde/README.md,https://github.com/google/cluster-insight/blob/c9c729daa80aa67d664c40df4c2e62c200c7edcc/install/cluster-insight-minion-controller.yaml#L34
