code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,doc_link,source_link
KIND,repo,README.md,2,-,-,-,-,-,-,-,-,-,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/44d6f8224a2a90f968f1da2a7be73d7fbb2988b2/LICENSE#L147
LICENSE,repo,README.md,2,-,-,-,-,-,-,-,-,-,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/44d6f8224a2a90f968f1da2a7be73d7fbb2988b2/LICENSE#L196
LineQubit,repo,README.md,-,11,11,11,11,11,11,11,10,11,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/test/simulators/test_floq.py#L189
OF,repo,README.md,3,-,-,-,-,-,-,-,-,-,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/44d6f8224a2a90f968f1da2a7be73d7fbb2988b2/LICENSE#L147
OR,repo,README.md,2,-,-,-,-,-,-,-,-,-,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/44d6f8224a2a90f968f1da2a7be73d7fbb2988b2/LICENSE#L147
ParamResolver({'a': 1}),repo,README.md,-,0,0,0,0,0,0,0,0,2,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/docs/quickstart.rst#L33
PennyLane,repo,README.md,-,1,1,1,1,2,2,2,2,2,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/samples/pennylane.py#L15
SimulatesExpectationValues,repo,README.md,-,3,3,3,3,3,3,3,3,8,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/floq/client/simulators/cirq.py#L30
SimulatesSamples,repo,README.md,-,3,3,3,3,3,3,3,3,9,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/floq/client/simulators/cirq.py#L30
Symbol('a'),repo,README.md,-,0,0,0,0,0,0,0,0,2,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/docs/quickstart.rst#L34
TPU,repo,README.md,-,22,22,22,22,22,22,22,22,28,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/scripts/cli.py#L152
WARRANTIES,repo,README.md,2,-,-,-,-,-,-,-,-,-,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/44d6f8224a2a90f968f1da2a7be73d7fbb2988b2/LICENSE#L147
WITHOUT,repo,README.md,2,-,-,-,-,-,-,-,-,-,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/44d6f8224a2a90f968f1da2a7be73d7fbb2988b2/LICENSE#L147
cirq.PauliSum,repo,README.md,-,4,4,4,4,4,4,4,4,5,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/test/simulators/test_floq.py#L402
cirq.Simulator,repo,README.md,-,2,2,2,2,2,2,2,2,4,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/test/simulators/test_floq.py#L225
cirq.X,repo,README.md,-,15,15,15,15,15,16,16,15,13,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/test/simulators/test_floq.py#L191
cirq.X(q),repo,README.md,-,3,3,3,3,3,3,3,3,5,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/test/simulators/test_floq.py#L398
cirq.Y,repo,README.md,-,3,3,3,3,3,4,4,4,4,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/test/simulators/test_floq.py#L404
cirq.measure(q),repo,README.md,-,0,0,0,0,0,0,0,0,2,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/docs/quickstart.rst#L37
cirq.rx(s),repo,README.md,-,1,1,1,1,1,1,1,-,-,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/4521d96b48c7a98c0918c38a8edf57bee6d4cfbc/floq/client/errors.py#L44
floq_client,repo,README.md,-,-,0,0,1,1,1,1,2,1,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/samples/notebooks/Floq_Client_Colab_Tutorial.ipynb#L67
jobs_queue,repo,README.md,-,12,12,12,12,12,12,12,12,21,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/test/test_worker.py#L15
magnetization_op,repo,README.md,-,0,0,0,0,0,0,0,0,2,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/docs/quickstart.rst#L53
param_resolver,repo,README.md,-,20,20,20,20,20,20,20,20,44,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/test/simulators/test_floq.py#L42
param_resolvers,repo,README.md,-,1,1,1,1,1,1,1,1,2,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/test/simulators/test_cirq.py#L24
range(26),repo,README.md,-,3,3,3,3,3,3,3,3,5,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/test/simulators/test_floq.py#L409
"run(circuit, param_resolver)",repo,README.md,-,0,0,0,0,0,0,0,0,1,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/docs/quickstart.rst#L41
simulator.simulate_expectation_values,repo,README.md,-,2,2,2,3,3,3,3,4,4,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/test/simulators/test_cirq.py#L91
sum([cirq.Z(q),repo,README.md,-,0,0,0,0,0,0,0,0,1,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/README.md,https://github.com/google/floq-client/blob/c784c321b801cfa74a25d92d41f31c1ae3e0ac3e/docs/quickstart.rst#L53
