code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,doc_link,source_link
job_type,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/README.md,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/airdialogue/prepro/prepro_main.py#L57
kb_file,repo,README.md,14,14,14,16,16,16,17,17,17,17,17,17,17,17,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/README.md,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/airdialogue/prepro/standardize_data_lib.py#L65
model/scripts/codalab_selfplay_step.sh,repo,README.md,-,-,-,-,-,-,4,4,4,4,4,4,4,4,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/README.md,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/airdialogue/codalab/simulate_codalab.sh#L29
num_samples,repo,README.md,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/README.md,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/airdialogue/simulator/simulator_main.py#L62
output_data,repo,README.md,9,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/README.md,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/airdialogue/simulator/simulator_main.py#L64
output_dir,repo,README.md,27,26,26,26,26,26,26,26,26,26,26,26,26,26,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/README.md,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/airdialogue/prepro/prepro_main.py#L53
output_kb,repo,README.md,9,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/README.md,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/airdialogue/simulator/simulator_main.py#L66
output_prefix,repo,README.md,37,35,35,37,37,37,37,37,37,37,37,37,37,37,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/README.md,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/airdialogue/prepro/prepro_main.py#L49
rouge:all,repo,README.md,-,-,-,-,-,-,-,-,-,1,1,1,1,1,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/README.md,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/airdialogue/evaluator/evaluator_main.py#L55
train|eval|infer|sp-train|sp-eval,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/README.md,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/airdialogue/prepro/prepro_main.py#L60
true_data,repo,README.md,5,5,5,6,7,7,7,7,7,7,7,7,7,7,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/README.md,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/airdialogue/evaluator/evaluator_main.py#L41
true_kb,repo,README.md,3,3,3,4,5,5,5,5,5,5,5,5,5,5,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/README.md,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/airdialogue/evaluator/evaluator_main.py#L43
|,repo,README.md,7,8,8,8,8,8,18,18,18,18,18,18,18,18,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/README.md,https://github.com/google/airdialogue/blob/cda870a106406ce64c3c29a15eb0dfd5216a515c/airdialogue/prepro/tokenize_lib.py#L462
