code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,doc_link,source_link
closureSoys,repo,README.md,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/a5cc4231ce4aa10002dfc8491dbeac026a29027f/Gruntfile.js#L42
config.json,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/app.yaml.base#L7
dispatch(),repo,README.md,8,8,8,8,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/a5cc4231ce4aa10002dfc8491dbeac026a29027f/src/base/handlers.py#L219
google_appengine,repo,README.md,3,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/a5cc4231ce4aa10002dfc8491dbeac026a29027f/util.sh#L43
google_closure,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/util.sh#L61
google_closure_templates,repo,README.md,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/a5cc4231ce4aa10002dfc8491dbeac026a29027f/Gruntfile.js#L45
grunt,repo,README.md,37,37,37,37,37,37,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/package.json#L5
js/,repo,README.md,4,4,4,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/a5cc4231ce4aa10002dfc8491dbeac026a29027f/util.sh#L101
js/app.js,repo,README.md,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,code_element is a file name
node_modules,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/.gitignore#L2
out/,repo,README.md,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/a5cc4231ce4aa10002dfc8491dbeac026a29027f/third_party/README.md#L3
render(),repo,README.md,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/a5cc4231ce4aa10002dfc8491dbeac026a29027f/templates/xsrf.tpl#L37
render_json(),repo,README.md,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/a5cc4231ce4aa10002dfc8491dbeac026a29027f/src/base/handlers.py#L180
run_tests,repo,README.md,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/a5cc4231ce4aa10002dfc8491dbeac026a29027f/app.yaml.base#L57
soyutils.js,repo,README.md,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/util.sh#L100
src/,repo,README.md,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/a5cc4231ce4aa10002dfc8491dbeac026a29027f/util.sh#L133
src/base/api_fixer.py,repo,README.md,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,code_element is a file name
src/base/handlers.py,repo,README.md,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,code_element is a file name
src/handlers.py,repo,README.md,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,code_element is a file name
util.sh,repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/README.md,https://github.com/google/crisis-info-hub/blob/d89cb264a9e47855d3edde32551836978872ad10/util.sh#L55
