code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,doc_link,source_link
BUILD_GCS_BUCKET,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L72
BigQuery,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,5,9,10,10,10,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L44
CACHE_TTL_IN_HOURS,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,23,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L58
CF_NAME,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,6,6,6,6,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/store_response_stats/deploy.sh#L26
CID,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/cfs/gads_invoker/main.py#L293
CREATE_FIRESTORE,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L105
CSV,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,20,20,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/mc_invoker/main.py#L213
DEFAULT_GCP_PROJECT,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,27,27,32,32,32,32,32,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/cdff0d42c8c964e3297cab602ed4df81a6d671a9/deploy/utils/delete_sharded_tables.sh#L21
DEFAULT_GCP_REGION,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,14,15,15,15,15,15,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/cdff0d42c8c964e3297cab602ed4df81a6d671a9/deploy/utils/delete_sharded_tables.sh#L22
DEPLOYMENT_NAME,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,17,17,29,29,29,30,30,38,38,38,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L25
ES,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/mc_invoker/main.py#L647
EU,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,1,1,1,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/terraform.tfvars#L30
EUR,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,0,0,0,0,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/mc_invoker/main.py#L649
FIRESTORE_REGION,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L99
FROM,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/gads_invoker/main.py#L121
GCP,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,9,9,9,9,-,12,12,12,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L17
GCS,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,9,13,13,13,13,17,16,16,16,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/cfs/mc_invoker/main.py#L251
HTTP,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,2,2,2,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/mc_invoker/main.py#L780
ID,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,7,7,8,8,8,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L17
INPUT_GCS_BUCKET,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,14,14,14,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L64
INTEGER,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/reporting_data_extractor/main.py#L118
JSON,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/mc_invoker/main.py#L857
OUTPUT_GCS_BUCKET,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12,12,12,23,23,23,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L68
PROJECT_ID,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,75,75,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L15
RECORD,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/reporting_data_extractor/main.py#L110
REGION,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,23,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L19
REPEATED,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/reporting_data_extractor/main.py#L111
REPORTING_DATA_EXTRACTOR_TOPIC,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L77
REPORTING_DATA_POLLING_CONFIG,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/cdff0d42c8c964e3297cab602ed4df81a6d671a9/deploy/deploy.sh#L204
REQUIRED,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12,12,12,12,12,12,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/reporting_data_extractor/main.py#L87
SELECT,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/gads_invoker/main.py#L121
SERVICE_ACCOUNT,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,16,16,17,17,17,17,17,10,10,10,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L36
SKIP_DATASET_CREATION,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/cdff0d42c8c964e3297cab602ed4df81a6d671a9/deploy/deploy.sh#L269
SOLUTION_PREFIX,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,17,17,29,29,29,30,30,38,38,38,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L30
STORE_RESPONSE_STATS_TOPIC,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,24,24,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L82
STRING,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,9,9,9,9,9,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/reporting_data_extractor/main.py#L87
TIMESTAMP,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/cfs/reporting_data_extractor/main.py#L122
TIMEZONE,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/cdff0d42c8c964e3297cab602ed4df81a6d671a9/deploy/deploy.sh#L206
TTL,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/terraform/variables.tf#L60
XXXXXX,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,-,-,-,-,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/40dc05f5e16418de6253b7b9df447e7f21a01eee/deploy/gads_config.json#L20
YYYYMMDD,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,8,8,8,8,11,11,11,11,https://github.com/google/centimani/blob/132e0662a2eadce91088f333a20e70a9b1a8cf82/README.md,https://github.com/google/centimani/blob/64e305877f69e8583d3a833c58b4b36fb6928f5e/cfs/store_response_stats/main.py#L150
