code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,doc_link,source_link
ParentLeft,repo,README.md,-,-,-,-,-,-,1,-,-,-,-,-,-,-,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/1cb1b907c63887792f4d0ff032fb82d4e14e9652/benchmarks/binary_trees.rn#L33
ParentRight,repo,README.md,-,-,-,-,-,-,1,-,-,-,-,-,-,-,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/1cb1b907c63887792f4d0ff032fb82d4e14e9652/benchmarks/binary_trees.rn#L34
TODO,repo,README.md,48,48,48,44,44,44,44,44,44,44,44,44,44,44,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/tests/nulltest.rn#L34
abel.destroy(),repo,README.md,-,-,-,-,-,-,-,1,1,1,1,1,1,1,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/tests/human.rn#L48
computedMac,repo,README.md,-,-,-,-,-,-,2,2,2,2,2,2,2,2,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/crypto_class/mac.rn#L25
father.appendFatheredHuman(self),repo,README.md,-,-,-,-,-,-,-,1,1,1,1,1,1,1,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/tests/human.rn#L21
isnull(father),repo,README.md,-,-,-,-,-,-,-,1,1,1,1,1,1,1,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/tests/human.rn#L20
isnull(mother),repo,README.md,-,-,-,-,-,-,-,1,1,1,1,1,1,1,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/tests/human.rn#L17
mac,repo,README.md,-,-,-,-,-,-,17,17,17,17,17,17,17,17,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/database/Rune.dd#L92
make,repo,README.md,17,17,17,17,17,17,17,17,17,17,17,17,17,17,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/runtime/bigint.c#L606
makeTree(depth - 1),repo,README.md,-,-,-,-,-,-,6,-,-,-,-,-,-,-,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/1cb1b907c63887792f4d0ff032fb82d4e14e9652/benchmarks/binary_trees2.cc#L37
message,repo,README.md,-,-,-,-,-,-,31,31,31,31,31,31,31,31,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/tests/arrayofstruct.rn#L15
mother.appendMotheredHuman(self),repo,README.md,-,-,-,-,-,-,-,1,1,1,1,1,1,1,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/tests/human.rn#L18
nextFree,repo,README.md,-,-,-,-,-,-,-,11,11,11,11,11,11,11,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/database/class.c#L161
node.insertLeftNode(left),repo,README.md,-,-,-,-,-,-,1,-,-,-,-,-,-,-,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/1cb1b907c63887792f4d0ff032fb82d4e14e9652/benchmarks/binary_trees.rn#L46
node.insertRightNode(right),repo,README.md,-,-,-,-,-,-,1,-,-,-,-,-,-,-,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/1cb1b907c63887792f4d0ff032fb82d4e14e9652/benchmarks/binary_trees.rn#L47
printFamilyTree(0u32),repo,README.md,-,-,-,-,-,-,-,2,2,2,2,2,2,2,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/tests/human.rn#L49
printFamilyTree(level + 1),repo,README.md,-,-,-,-,-,-,-,2,2,2,2,2,2,2,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/tests/human.rn#L30
"printFamilyTree(self, level: u32)",repo,README.md,-,-,-,-,-,-,-,1,1,1,1,1,1,1,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/tests/human.rn#L24
range(level),repo,README.md,-,-,-,-,-,-,-,1,1,1,1,1,1,1,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/tests/human.rn#L25
relation,repo,README.md,-,-,-,-,-,-,97,-,-,-,-,-,-,-,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/1cb1b907c63887792f4d0ff032fb82d4e14e9652/tests/tree.rn#L45
self.fatheredHumans(),repo,README.md,-,-,-,-,-,-,-,1,1,1,1,1,1,1,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/tests/human.rn#L32
self.motheredHumans(),repo,README.md,-,-,-,-,-,-,-,1,1,1,1,1,1,1,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/tests/human.rn#L29
third_party,repo,README.md,18,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/rune/blob/5fc1f142a8eebbc836faf5fa6778f2b69dbe653c/README.md,https://github.com/google/rune/blob/e69d9357fea6fe50e370d54d41a3ef1d318e2ec8/tests/cwdtest.rn#L21
