code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,doc_link,source_link
out_dir,repo,README.md,68,68,68,68,68,68,68,68,68,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/README.md,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/third_party/nmt/utils/misc_utils.py#L112
save_path,repo,README.md,25,25,25,25,25,25,25,25,25,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/README.md,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/third_party/bi_att_flow/basic/graph_handler.py#L25
searchqa_dir,repo,README.md,3,3,3,3,3,3,3,3,3,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/README.md,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/searchqa/prepro.py#L38
shared_path,repo,README.md,-,-,-,-,-,-,-,13,13,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/README.md,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/third_party/bi_att_flow/squad/prepro.py#L99
source_dir,repo,README.md,7,7,7,7,7,7,7,7,7,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/README.md,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/third_party/bi_att_flow/squad/prepro.py#L43
squad_data_dir,repo,README.md,4,4,4,4,4,4,4,4,4,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/README.md,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/px/environments/bidaf_server.py#L43
squad_dir,repo,README.md,5,5,5,5,5,5,5,5,5,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/README.md,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/searchqa/prepro.py#L40
tensorboard_dir,repo,README.md,2,2,2,2,2,2,2,2,2,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/README.md,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/px/nmt/reformulator_and_selector_training.py#L84
third_party,repo,README.md,44,44,44,44,44,44,44,44,44,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/README.md,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/third_party/nmt/utils/evaluation_utils.py#L24
train_annotations,repo,README.md,-,-,-,-,-,-,12,12,12,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/README.md,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/px/nmt/utils/common_test_utils.py#L42
train_data,repo,README.md,-,-,-,-,-,-,5,5,5,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/README.md,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/third_party/bi_att_flow/squad/prepro.py#L67
train_questions,repo,README.md,-,-,-,-,-,-,2,2,2,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/README.md,https://github.com/google/active-qa/blob/bd96fab78255b8ef4f1147f78bd571abf2b919b3/px/nmt/reformulator_and_selector_training.py#L50
