code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,doc_link,source_link
PhoenixSpec,repo,README.md,-,183,183,183,183,183,183,183,197,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/task_manager_test.py#L99
Provider(data.Provider),repo,README.md,-,2,2,2,2,2,2,4,4,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_for_binary.py#L37
"Provider(object, metaclass=abc.ABCMeta)",repo,README.md,-,1,1,1,1,1,1,1,1,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/data.py#L28
SavedModel,repo,README.md,-,3,3,3,3,3,3,5,5,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_for_binary.py#L83
ServingInputReceiver,repo,README.md,-,3,3,3,3,3,3,5,5,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_for_binary.py#L90
SingleTrainer,repo,README.md,-,3,3,3,3,3,3,4,4,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L31
TEST_SRCDIR,repo,README.md,-,3,3,3,3,3,3,6,12,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_for_binary.py#L46
__init__(self),repo,README.md,-,2,2,2,2,2,2,3,3,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_for_binary.py#L40
"__init__(self, kernel_size=2)",repo,README.md,-,1,1,1,1,1,1,1,0,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/model_search/blocks.py#L300
batch_size,repo,README.md,-,55,55,55,55,55,55,62,75,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/utils.py#L24
blocks,repo,README.md,-,256,256,256,256,265,265,265,57,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/search/linear_model_test.py#L96
blocks_to_use,repo,README.md,-,247,247,247,247,254,254,254,265,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/search/test_utils.py#L31
"build(self, input_tensors, is_training, lengths=None)",repo,README.md,-,25,25,25,25,0,0,0,0,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/c520a6ce37b6abfb5a61140054cc08a5f551989f/model_search/blocks.py#L52
constants.DEFAULT_CNN,repo,README.md,-,-,-,-,-,-,-,1,1,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_test.py#L30
constants.DEFAULT_DNN,repo,README.md,-,2,2,2,2,2,2,2,2,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L30
csv_data,repo,README.md,-,8,8,8,8,8,8,8,9,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L21
csv_data_binary,repo,README.md,-,1,1,1,1,1,1,1,1,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/BUILD#L75
csv_data_for_binary,repo,README.md,-,4,4,4,4,4,4,4,5,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/BUILD#L41
csv_data_for_binary_test,repo,README.md,-,1,1,1,1,1,1,1,1,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/BUILD#L48
csv_random_data,repo,README.md,-,5,5,5,5,5,5,5,8,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L39
dataset_dep,repo,README.md,-,22,22,22,22,22,22,24,26,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/trainer.bzl#L68
dnn,repo,README.md,-,27,27,27,27,27,27,27,28,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/trainer.bzl#L135
enum_id,repo,README.md,-,134,134,134,134,135,135,135,141,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/registry.py#L34
estimator.ModeKeys,repo,README.md,-,31,31,31,31,31,31,35,37,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/task_manager_test.py#L46
eval_fraction,repo,README.md,-,-,-,-,-,-,-,5,5,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_test.py#L38
eval_steps,repo,README.md,-,15,15,15,15,15,15,16,16,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L45
experiment_name,repo,README.md,-,10,10,10,10,10,10,11,11,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L48
experiment_owner,repo,README.md,-,8,8,8,8,8,8,9,9,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L49
extra_args,repo,README.md,-,7,7,7,7,7,7,8,10,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/trainer.bzl#L123
feature_column,repo,README.md,-,23,23,23,23,23,23,25,25,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/utils_test.py#L31
feature_column_v2,repo,README.md,-,3,3,3,3,3,3,3,3,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/data.py#L25
feature_columns,repo,README.md,-,34,34,34,34,34,34,38,45,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/utils_test.py#L31
get_feature_columns,repo,README.md,-,9,9,9,9,9,7,9,10,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_for_binary.py#L105
"get_input_fn(self, hparams, mode, batch_size: int)",repo,README.md,-,1,1,1,1,1,1,1,0,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/model_search/data/data.py#L40
"get_serving_input_fn(self, hparams)",repo,README.md,-,3,3,3,3,3,3,5,5,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_for_binary.py#L82
image_data,repo,README.md,-,-,-,-,-,-,-,8,9,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/testdata/BUILD#L13
image_height,repo,README.md,-,-,-,-,-,-,-,6,7,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_test.py#L37
image_width,repo,README.md,-,-,-,-,-,-,-,6,7,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_test.py#L36
init_args,repo,README.md,-,143,143,143,143,144,144,145,154,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/registry_test.py#L73
input_dir,repo,README.md,-,-,-,-,-,-,-,13,14,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_test.py#L33
input_fn,repo,README.md,-,43,43,43,43,43,43,51,52,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/phoenix_test.py#L436
input_tensors,repo,README.md,-,62,62,62,62,90,90,90,90,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/block.py#L61
is_input_order_important(self),repo,README.md,-,25,25,25,25,26,26,26,26,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/block.py#L81
is_training,repo,README.md,-,156,156,156,156,182,182,182,198,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/task_manager_test.py#L794
kernel_size,repo,README.md,-,71,71,71,71,71,71,71,73,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/block_test.py#L44
label_index,repo,README.md,-,6,6,6,6,6,6,6,6,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L33
logits_dimension,repo,README.md,-,140,140,140,140,140,140,140,168,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/task_manager_test.py#L103
lookup_name,repo,README.md,-,135,135,135,135,136,136,137,145,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/registry_test.py#L47
main,repo,README.md,-,42,42,42,42,45,45,46,47,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/utils_test.py#L58
model_search,repo,README.md,-,444,444,444,444,457,457,470,502,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/utils_test.py#L14
model_search.data.Provider,repo,README.md,-,5,5,5,5,5,5,5,4,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/phoenix.py#L163
model_search/blocks.py,repo,README.md,-,3,3,3,3,3,3,3,2,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/proto/phoenix_spec.proto#L78
model_search/configs/cnn_config.pbtxt,repo,README.md,-,-,-,-,-,-,-,2,2,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/constants.py#L17
model_search/configs/dnn_config.pbtxt,repo,README.md,-,2,2,2,2,2,2,2,2,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/constants.py#L16
model_search/data/BUILD,repo,README.md,-,1,1,1,1,1,1,1,1,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,code_element is a file name
model_search/data/csv_data.py,repo,README.md,-,1,1,1,1,1,1,1,1,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,code_element is a file name
model_search/data/csv_data_for_binary.py,repo,README.md,-,1,1,1,1,1,1,1,1,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,code_element is a file name
model_search/metadata/ml_metadata_db.py,repo,README.md,-,1,1,1,1,1,1,1,1,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,code_element is a file name
model_search/oss_trainer_lib.py,repo,README.md,-,1,1,1,1,1,1,1,1,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,code_element is a file name
model_search/proto/phoenix_spec.proto,repo,README.md,-,1,1,1,1,1,1,1,1,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,code_element is a file name
model_search_oss_binary,repo,README.md,-,3,3,3,3,3,3,4,4,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/trainer.bzl#L191
model_search_oss_test,repo,README.md,-,3,3,3,3,3,3,4,6,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/trainer.bzl#L205
number_models,repo,README.md,-,6,6,6,6,6,6,7,7,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L43
number_of_classes(self),repo,README.md,-,3,3,3,3,3,3,5,5,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_for_binary.py#L102
output_tensors,repo,README.md,-,1,1,1,1,1,1,1,1,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/block.py#L77
problem_type,repo,README.md,-,150,150,150,150,150,150,151,160,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/trainer.bzl#L122
record_defaults,repo,README.md,-,9,9,9,9,9,9,9,9,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L35
register_block,repo,README.md,-,130,130,130,130,131,131,131,137,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/block.py#L102
"register_provider(lookup_name='csv_data_provider', init_args={})",repo,README.md,-,1,1,1,1,1,1,1,1,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/csv_data_for_binary.py#L43
root_dir,repo,README.md,-,40,40,40,40,40,40,41,41,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L46
single_trainer,repo,README.md,-,10,10,10,10,10,10,14,14,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L14
test_data,repo,README.md,-,7,7,7,7,7,7,8,10,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/trainer.bzl#L124
testdata:csv_random_data,repo,README.md,-,3,3,3,3,3,3,3,4,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/BUILD#L27
tf.keras.preprocessing.image_dataset_from_directory,repo,README.md,-,-,-,-,-,-,-,2,4,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/data/image_data_for_binary.py#L59
train_steps,repo,README.md,-,46,46,46,46,46,46,47,47,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L44
trainer.try_models,repo,README.md,-,2,2,2,2,2,2,3,3,https://github.com/google/model_search/blob/8c5eed49f2d8aa15688c54b386cb2185ccf6fbe1/README.md,https://github.com/google/model_search/blob/d90bc39994bc2a5f5028035ac954f796eda03310/model_search/single_trainer_test.py#L42
