code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,doc_link,source_link
com.megacorp.planb.plist,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/macops-planb/blob/d413a8874a4bb80253f6d8088c04071c5fb41171/README.md,code_element is a file name
https://mac.internal.megacorp.com/pkgs/,repo,README.md,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/macops-planb/blob/d413a8874a4bb80253f6d8088c04071c5fb41171/README.md,https://github.com/google/macops-planb/blob/b08be0a59c6514bdf9bac9cc05cf9df97204bbe6/planb/main.m#L28
kBaseURL,repo,README.md,-,-,-,-,-,-,2,2,2,2,2,2,2,2,3,3,3,https://github.com/google/macops-planb/blob/d413a8874a4bb80253f6d8088c04071c5fb41171/README.md,https://github.com/google/macops-planb/blob/b08be0a59c6514bdf9bac9cc05cf9df97204bbe6/planb/main.m#L28
kConnectionDelegateHost,repo,README.md,4,4,4,4,0,0,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/macops-planb/blob/d413a8874a4bb80253f6d8088c04071c5fb41171/README.md,https://github.com/google/macops-planb/blob/e5a33585a9d5d0e9a08e9774f3c8b7c68b33e176/planb/PBURLBuilder.m#L67
kConnectionDelegatePackageBase,repo,README.md,3,3,3,3,0,0,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/macops-planb/blob/d413a8874a4bb80253f6d8088c04071c5fb41171/README.md,https://github.com/google/macops-planb/blob/e5a33585a9d5d0e9a08e9774f3c8b7c68b33e176/planb/PBURLBuilder.m#L69
kMachineInfo,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/macops-planb/blob/d413a8874a4bb80253f6d8088c04071c5fb41171/README.md,https://github.com/google/macops-planb/blob/b08be0a59c6514bdf9bac9cc05cf9df97204bbe6/planb/main.m#L30
main.m,repo,README.md,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,https://github.com/google/macops-planb/blob/d413a8874a4bb80253f6d8088c04071c5fb41171/README.md,https://github.com/google/macops-planb/blob/b08be0a59c6514bdf9bac9cc05cf9df97204bbe6/planb.xcodeproj/project.pbxproj#L12
packages,repo,README.md,4,4,4,4,3,3,3,3,6,6,6,6,6,6,14,14,14,https://github.com/google/macops-planb/blob/d413a8874a4bb80253f6d8088c04071c5fb41171/README.md,https://github.com/google/macops-planb/blob/b08be0a59c6514bdf9bac9cc05cf9df97204bbe6/planb/main.m#L35
planb,repo,README.md,34,34,34,34,53,65,65,65,60,60,60,60,60,60,59,59,59,https://github.com/google/macops-planb/blob/d413a8874a4bb80253f6d8088c04071c5fb41171/README.md,https://github.com/google/macops-planb/blob/b08be0a59c6514bdf9bac9cc05cf9df97204bbe6/planb_check#L16
planb_check,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/macops-planb/blob/d413a8874a4bb80253f6d8088c04071c5fb41171/README.md,https://github.com/google/macops-planb/blob/b08be0a59c6514bdf9bac9cc05cf9df97204bbe6/planb_check#L32
roots.pem,repo,README.md,14,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,https://github.com/google/macops-planb/blob/d413a8874a4bb80253f6d8088c04071c5fb41171/README.md,https://github.com/google/macops-planb/blob/b08be0a59c6514bdf9bac9cc05cf9df97204bbe6/planb/main.m#L20
