code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,doc_link,source_link
kiosk,repo,README.md,-,2,2,2,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/src/settings.js#L59
kiosk-noqr,repo,README.md,-,2,2,2,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/src/settings.js#L66
min-part-conf,repo,README.md,-,3,3,3,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/src/settings.js#L52
min-pose-conf,repo,README.md,-,3,3,3,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/src/settings.js#L53
model-stride,repo,README.md,-,5,5,5,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/src/settings.js#L50
multiplier,repo,README.md,-,30,30,32,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/src/store.js#L66
p,repo,README.md,-,375,375,369,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/yarn.lock#L1756
s,repo,README.md,-,371,371,378,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/vue.config.js#L43
share-link,repo,README.md,-,-,-,11,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/src/settings.js#L48
share-qr,repo,README.md,-,-,-,3,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/src/settings.js#L47
sharing,repo,README.md,-,12,12,4,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/src/settings.js#L46
src/components/ZoneDetector.vue,repo,README.md,-,1,1,1,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,code_element is a file name
src/lib/PoseNetAdapter.js,repo,README.md,-,1,1,1,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,code_element is a file name
timeout,repo,README.md,-,-,-,13,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/src/store.js#L211
v,repo,README.md,-,283,283,285,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/yarn.lock#L6861
z,repo,README.md,-,36,36,35,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/README.md,https://github.com/google/poseshield-tfjs/blob/34d0f10479eb3b97b06821129c6309d184cf5f22/yarn.lock#L858
