code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,doc_link,source_link
ADB,repo,README.md,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,16,16,16,16,18,18,19,19,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,24,26,26,26,27,66,66,66,66,66,66,66,66,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/utility/adb_utils.py#L38
AdbComms,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,15,15,15,15,15,15,15,15,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/tests/unit_tests/switchboard_tests/communication_types_test.py#L95
AuxiliaryDevice.check_device_ready,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/examples/device_tests/README.md#L71
CLI,repo,README.md,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,32,32,47,47,47,47,47,47,47,61,59,61,61,61,74,74,74,74,78,78,78,78,78,83,83,83,83,83,83,83,85,101,103,103,103,103,104,104,104,109,106,106,106,106,106,106,106,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/installer/gdm/setup.sh#L91
DEVICE_SETUP,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/c2cf05d132a7af928d98e4825682e4343f48e0d2/gazoo_device/device_detector.py#L30
DK,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,5,5,4,4,4,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/examples/example_matter_extension_package/example_matter_device.py#L30
DockerComms,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/tests/unit_tests/switchboard_tests/communication_types_test.py#L96
EFR32,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,23,23,23,23,23,23,23,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/tests/unit_tests/efr32_test.py#L36
ESP32,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,31,31,31,31,31,31,31,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/tests/unit_tests/esp32_test.py#L27
GDM,repo,README.md,224,224,224,224,224,224,232,232,232,232,233,233,233,234,234,239,239,239,203,204,204,204,204,202,202,217,217,217,224,225,225,225,258,243,262,262,262,289,289,318,318,320,320,320,321,321,329,329,329,329,329,329,329,334,334,335,335,344,345,363,363,370,390,383,383,384,386,387,389,394,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/installer/gdm/setup.sh#L16
GDM-0,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/tests/unit_tests/switchboard_tests/log_process_test.py#L28
GDM-1,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,0,0,0,0,0,1,1,1,1,1,1,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/tests/unit_tests/switchboard_tests/log_process_test.py#L31
GDM-M,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/tests/unit_tests/switchboard_tests/switchboard_test.py#L252
GazooDevice,repo,README.md,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/1c4cc88b9bc73816be9481a35f7230ab19cbec68/tests/functional_test_examples/example_mobly_test.py#L8
HOME,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/installer/gdm/setup.sh#L29
HTTPS,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/utility/http_utils.py#L33
IP,repo,README.md,34,34,34,34,34,34,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,43,43,43,43,43,43,43,43,43,43,43,43,43,43,50,50,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,52,52,52,53,57,95,97,97,97,97,97,97,97,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/utility/http_utils.py#L274
JlinkSerialComms,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/tests/unit_tests/switchboard_tests/communication_types_test.py#L97
LICENSE,repo,README.md,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,170,170,170,170,170,176,177,178,178,186,142,144,144,155,156,158,168,168,193,197,200,200,200,220,221,221,224,227,228,228,235,235,235,235,240,245,259,261,267,335,330,329,326,335,337,346,348,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/setup.py#L7
LTS,repo,README.md,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/docs/Raspberry_Pi_as_host.md#L5
LinkSoftwareAndDocumentationPack,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/switchboard/transports/jlink_transport.py#L73
MacOS,repo,README.md,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/setup.py#L70
Manager(),repo,README.md,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,8,8,8,8,7,7,7,7,12,12,12,12,12,14,14,14,13,13,13,13,13,13,13,13,13,13,11,10,12,18,15,15,15,15,15,15,15,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/utility/parallel_utils.py#L183
Manager.__init__,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/tests/unit_tests/manager_test.py#L1756
NRF52840,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,10,10,10,10,13,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/tests/unit_tests/nrf52840_test.py#L35
OL,repo,README.md,-,-,-,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/docs/Raspberry_Pi_as_host.md#L37
PATH,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,5,5,5,5,5,5,5,5,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/installer/gdm/setup.sh#L163
PIGWEED_WHEELS,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-,-,-,-,-,-,-,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/f333b386f5993c8d4c9e12c89ebb620a0c4f5506/installer/gdm/gdm#L10
PigweedSerialComms,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,14,14,12,12,12,12,12,12,12,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/utility/pwrpc_utils.py#L87
PtyProcessComms,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,10,10,10,10,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,13,13,13,13,13,13,13,13,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/utility/host_utils.py#L270
PyPI,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/c354efd75d4cf0ded166b94b04f6e02d96da8d09/gazoo_device/switchboard/transports/pigweed_rpc_transport.py#L41
README,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,28,32,33,33,28,28,28,28,28,28,28,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/setup.py#L23
SDK,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,13,13,13,13,13,13,13,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/tests/unit_tests/switchboard_tests/jlink_transport_test.py#L52
SSH,repo,README.md,20,20,20,20,20,21,29,29,29,29,29,29,29,29,29,33,33,33,33,33,33,33,33,76,76,76,76,76,86,86,86,85,102,102,102,102,102,110,110,111,111,112,112,112,112,112,115,115,115,115,115,115,115,117,117,120,120,122,122,124,126,128,128,129,129,129,129,129,129,130,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/utility/host_utils.py#L102
SerialComms,repo,README.md,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,10,10,10,10,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,12,12,14,20,20,20,20,20,20,20,20,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/tests/unit_tests/switchboard_tests/communication_types_test.py#L100
SshComms,repo,README.md,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,15,15,15,15,17,17,17,17,17,19,19,19,19,21,21,21,21,21,21,21,21,23,23,23,23,23,23,24,24,26,26,26,26,29,36,36,36,36,36,36,36,36,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/gazoo_device/tests/unit_tests/switchboard_tests/communication_types_test.py#L103
TODO,repo,README.md,3,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/9a1b5b32380fb3e0a60eda71f0a1e89b1f2c2891/gazoo_device/utility/parallel_utils.py#L51
TODO(artorl),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/1c4cc88b9bc73816be9481a35f7230ab19cbec68/gazoo_device/tests/functional_test_runner.py#L38
TODO(gdm-authors),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,6,7,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/gazoo-device/blob/af6cd9e980f803e1a9cb7900ac659ed739406833/README.md,https://github.com/google/gazoo-device/blob/a578a954e8e49085adebff8a92054843eb8c89fe/tests/functional_test_runner_lib.py#L40
