code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,doc_link,source_link
JSON,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/campaign-manager-bulk-uploader/blob/55021ece726c1f199a10d3044eae40a037b7659c/README.md,https://github.com/google/campaign-manager-bulk-uploader/blob/4e59890cdc0ef8911a9190584ae5bc59b36c6616/GOOGLE_CLOUD_SHELL.md#L41
JavaScript,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/campaign-manager-bulk-uploader/blob/55021ece726c1f199a10d3044eae40a037b7659c/README.md,https://github.com/google/campaign-manager-bulk-uploader/blob/4e59890cdc0ef8911a9190584ae5bc59b36c6616/GOOGLE_CLOUD_SHELL.md#L40
SERVICES,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/campaign-manager-bulk-uploader/blob/55021ece726c1f199a10d3044eae40a037b7659c/README.md,https://github.com/google/campaign-manager-bulk-uploader/blob/4e59890cdc0ef8911a9190584ae5bc59b36c6616/GOOGLE_CLOUD_SHELL.md#L33
admin,repo,README.md,2,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/campaign-manager-bulk-uploader/blob/55021ece726c1f199a10d3044eae40a037b7659c/README.md,https://github.com/google/campaign-manager-bulk-uploader/blob/4e59890cdc0ef8911a9190584ae5bc59b36c6616/model.py#L84
config.json,repo,README.md,2,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/campaign-manager-bulk-uploader/blob/55021ece726c1f199a10d3044eae40a037b7659c/README.md,https://github.com/google/campaign-manager-bulk-uploader/blob/4e59890cdc0ef8911a9190584ae5bc59b36c6616/frontend/partials/settings.html#L59
dev_appserver,repo,README.md,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/campaign-manager-bulk-uploader/blob/55021ece726c1f199a10d3044eae40a037b7659c/README.md,https://github.com/google/campaign-manager-bulk-uploader/blob/4e59890cdc0ef8911a9190584ae5bc59b36c6616/index.yaml#L5
gcloud,repo,README.md,0,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,https://github.com/google/campaign-manager-bulk-uploader/blob/55021ece726c1f199a10d3044eae40a037b7659c/README.md,https://github.com/google/campaign-manager-bulk-uploader/blob/4e59890cdc0ef8911a9190584ae5bc59b36c6616/scripts/deploy.sh#L27
https://www.googleapis.com/auth/dfatrafficking,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,https://github.com/google/campaign-manager-bulk-uploader/blob/55021ece726c1f199a10d3044eae40a037b7659c/README.md,https://github.com/google/campaign-manager-bulk-uploader/blob/4e59890cdc0ef8911a9190584ae5bc59b36c6616/main.py#L125
https://www.googleapis.com/auth/drive.readonly,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,https://github.com/google/campaign-manager-bulk-uploader/blob/55021ece726c1f199a10d3044eae40a037b7659c/README.md,https://github.com/google/campaign-manager-bulk-uploader/blob/4e59890cdc0ef8911a9190584ae5bc59b36c6616/frontend/javascripts/app.js#L213
lib,repo,README.md,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/campaign-manager-bulk-uploader/blob/55021ece726c1f199a10d3044eae40a037b7659c/README.md,https://github.com/google/campaign-manager-bulk-uploader/blob/4e59890cdc0ef8911a9190584ae5bc59b36c6616/scripts/deploy.sh#L22
samples,repo,README.md,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/campaign-manager-bulk-uploader/blob/55021ece726c1f199a10d3044eae40a037b7659c/README.md,https://github.com/google/campaign-manager-bulk-uploader/blob/4e59890cdc0ef8911a9190584ae5bc59b36c6616/GOOGLE_CLOUD_SHELL.md#L45
