code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,doc_link,source_link
UniFlow.ActionDispatcher(Polymer.Element),repo,README.md,-,-,-,-,-,-,-,-,-,-,5,5,5,5,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/todomvc/elements/todo-action-dispatcher.html#L7
UniFlow.ApplicationState(Polymer.Element),repo,README.md,-,-,-,-,-,-,-,-,-,-,4,4,4,4,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/todomvc/elements/todo-app.html#L44
UniFlow.StateAware,repo,README.md,7,7,7,7,11,11,11,13,13,13,36,36,38,38,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/state-aware_test.html#L21
UniFlow.StateAware(Polymer.Element),repo,README.md,-,-,-,-,-,-,-,-,-,-,7,7,7,7,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/todomvc/elements/todo-items.html#L35
attached(),repo,README.md,3,3,3,3,4,4,4,4,4,4,-,-,-,-,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/227059016a602b402cbf38cbd5b60954fca03488/test/application-state_test.html#L39
connectedCallback(),repo,README.md,-,-,-,-,-,-,-,-,-,-,6,6,6,6,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/application-state_test.html#L41
customElements,repo,README.md,-,-,-,-,-,-,-,-,-,-,23,23,23,23,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/todomvc/elements/todo-items.html#L62
"define(ListElement.is, ListElement)",repo,README.md,-,-,-,-,-,-,-,-,-,-,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/list-view.html#L55
"define(MyElement.is, MyElement)",repo,README.md,-,-,-,-,-,-,-,-,-,-,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/state-aware.html#L53
"define(MyModel.is, MyModel)",repo,README.md,-,-,-,-,-,-,-,-,-,-,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/model-view.html#L99
"define(ParentDispatcher.is, ParentDispatcher)",repo,README.md,-,-,-,-,-,-,-,-,-,-,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/analysis.json#L482
emitAction,repo,README.md,4,4,4,4,17,17,17,24,24,24,28,28,28,28,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/todomvc/elements/todo-items.html#L54
emitAction(),repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/model-view.html#L102
errorMessage,repo,README.md,5,5,5,5,9,9,9,9,9,9,12,12,12,12,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/model-view_test.html#L145
fetchData(),repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/model-view.html#L87
getMessage,repo,README.md,4,4,4,4,5,5,5,5,5,5,7,7,7,7,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/model-view_test.html#L56
index,repo,README.md,3,3,3,3,3,3,3,13,13,13,21,21,21,21,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/todomvc/index.html#L7
invalid,repo,README.md,8,8,8,8,16,16,16,16,16,16,22,22,22,22,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/model-view_test.html#L127
is(),repo,README.md,-,-,-,-,-,-,-,-,-,-,25,25,25,25,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/todomvc/elements/todo-items.html#L36
listElement,repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/list-view.html#L60
model-view,repo,README.md,3,3,3,3,8,9,9,10,10,10,14,14,14,14,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/todomvc/elements/todo-item.html#L3
my-model,repo,README.md,4,4,4,4,4,4,4,4,4,4,8,8,8,8,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/model-view.html#L70
myElement,repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/state-aware.html#L57
myModel,repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/model-view.html#L107
name,repo,README.md,12,12,12,12,20,23,23,28,28,28,197,197,197,137,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/todomvc/manifest.json#L2
onDeleteTap,repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/list-view.html#L44
onDeleteTap(),repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/list-view.html#L50
onSaveTap,repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/model-view.html#L65
onSaveTap(),repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/model-view.html#L94
propertyA,repo,README.md,2,2,2,2,2,2,2,2,2,2,4,4,4,4,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/application-state.html#L69
saveAction,repo,README.md,5,5,5,5,6,6,6,6,6,6,5,5,5,5,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/model-view.html#L48
saveAction(),repo,README.md,-,-,-,-,-,-,-,-,-,-,4,4,4,4,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/model-view_test.html#L52
saveModel,repo,README.md,4,4,4,4,11,11,11,11,11,11,13,13,13,13,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/model-view_test.html#L92
selectedCount,repo,README.md,9,9,9,9,11,11,11,11,11,11,15,15,15,15,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/list-view_test.html#L95
someElement,repo,README.md,2,2,2,2,2,2,2,2,2,2,4,4,4,4,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/application-state.html#L45
state-path,repo,README.md,7,7,7,7,9,9,9,9,9,9,20,20,20,20,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/application-state_test.html#L76
state.listElement.list,repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/list-view.html#L62
state.listElement.list.#<index>,repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/list-view.html#L64
state.myElement.valueB,repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/state-aware.html#L60
state.myModel.model,repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/model-view.html#L109
state.someElement.propertyA,repo,README.md,2,2,2,2,2,2,2,2,2,2,4,4,4,4,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/application-state.html#L70
state.valueA,repo,README.md,2,2,2,2,2,2,2,2,2,2,4,4,4,4,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/state-aware.html#L36
statePath,repo,README.md,14,14,14,14,17,17,17,17,17,17,25,25,25,25,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/action-emitter_test.html#L76
status.validation,repo,README.md,7,7,7,7,11,11,11,11,11,11,16,16,16,16,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/model-view_test.html#L125
super.connectedCallback(),repo,README.md,-,-,-,-,-,-,-,-,-,-,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/application-state_test.html#L42
this.deleteSelected(),repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/list-view.html#L51
this.fetchData(),repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/model-view.html#L84
this.validateAndSave(),repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/model-view.html#L95
validateModel(),repo,README.md,3,3,3,3,7,7,7,7,7,7,8,8,8,8,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/model-view_test.html#L137
validation,repo,README.md,25,25,25,25,30,30,30,30,30,30,43,43,43,43,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/model-view_test.html#L123
validation(),repo,README.md,-,-,-,-,-,-,-,-,-,-,4,4,4,4,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/test/model-view_test.html#L48
value.trim(),repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/model-view.html#L76
valueB,repo,README.md,2,2,2,2,2,2,2,2,2,2,4,4,4,4,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/state-aware.html#L37
{{item.$selected}},repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/list-view.html#L38
{{model.name}},repo,README.md,1,1,1,1,1,1,1,1,1,1,2,2,2,2,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/model-view.html#L60
{{state}},repo,README.md,5,5,5,5,5,5,5,6,6,6,11,11,11,11,https://github.com/google/uniflow-polymer/blob/48acf500eb817b45dd6ef56a6f9d0b116dda195c/README.md,https://github.com/google/uniflow-polymer/blob/dce13b9d10ffa2e7b68c8e1c4bd8e03d0a0ece65/todomvc/elements/todo-app.html#L21
