code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,doc_link,source_link
PaperGUIReady,repo,README.md,-,-,-,-,4,4,4,4,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/test/loader.html#L39
TODO,repo,README.md,1,1,1,1,1,1,1,1,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/elements/paper-gui.html#L75
UI,repo,README.md,-,-,0,0,0,1,1,1,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/package.json#L5
add(),repo,README.md,-,-,-,-,1,1,1,1,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/test/paper-gui.html#L136
"addEventListener('PaperGUIReady', function(e)",repo,README.md,-,-,2,2,2,2,2,2,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/demo.html#L42
autoPlace,repo,README.md,-,-,-,-,2,2,2,2,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/src/PaperGUI.js#L29
close(),repo,README.md,-,-,-,-,7,7,7,7,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/test/paper-gui.html#L97
dat.GUI,repo,README.md,0,0,0,0,0,1,1,1,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/package.json#L5
dist,repo,README.md,14,15,15,15,15,15,15,16,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/test/paper-gui.html#L30
el(),repo,README.md,-,-,-,-,3,3,3,3,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/test/paper-gui.html#L187
function(),repo,README.md,-,-,100,100,100,100,100,100,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/test/paper-gui.html#L43
hide(),repo,README.md,-,-,-,-,4,4,4,4,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/test/paper-gui.html#L176
maxValue,repo,README.md,-,-,1,1,1,1,1,1,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/src/SliderPaperGUIController.js#L20
minValue,repo,README.md,-,-,1,1,1,1,1,1,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/src/SliderPaperGUIController.js#L20
open(),repo,README.md,-,-,-,-,13,13,13,13,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/test/paper-gui.html#L92
paper-gui,repo,README.md,-,-,-,-,16,16,16,16,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/test/paper-gui.html#L37
paper-gui.html,repo,README.md,11,12,12,12,12,12,12,12,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/test/paper-gui.html#L30
paperGUI,repo,README.md,-,-,50,50,50,50,50,50,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/test/paper-gui.html#L119
paperGUI.js,repo,README.md,6,6,6,6,6,6,6,6,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/test/loader.html#L36
show(),repo,README.md,-,-,-,-,3,3,3,3,https://github.com/google/paper-gui/blob/f6955451c6c16b81842abecd0e30d0e3d2664eb4/README.md,https://github.com/google/paper-gui/blob/b2d7d248a8db17912cc4d3ef1968f798205dead2/test/paper-gui.html#L181
