code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,doc_link,source_link
iconsStyle,repo,README.md,-,-,5,5,5,5,5,5,5,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/README.md,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/src/static/js/adcase.js#L1008
left:900px,repo,README.md,-,-,1,1,1,1,1,1,1,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/README.md,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/src/lib/adcase/formats/format_101-push/index_101-push.html#L16
openIconHTML,repo,README.md,-,-,5,5,5,5,5,5,5,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/README.md,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/src/static/js/adcase.js#L1011
padding:3px,repo,README.md,-,-,2,2,2,2,2,2,2,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/README.md,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/src/static/js/adcase.js#L1009
position:absolute,repo,README.md,-,-,12,12,12,12,12,12,12,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/README.md,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/src/static/js/adcase.js#L339
push(function(),repo,README.md,-,-,1,1,1,1,1,1,1,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/README.md,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/src/static/js/adcase.js#L74
size:11px,repo,README.md,-,-,2,2,2,2,2,2,2,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/README.md,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/src/static/js/adcase.js#L1009
top:0,repo,README.md,-,-,7,7,7,7,7,7,7,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/README.md,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/src/static/js/adcase.js#L1008
tpl/header.html,repo,README.md,-,-,-,-,2,2,2,2,2,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/README.md,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/src/lib/adcase/builder.py#L37
width:62px,repo,README.md,-,-,1,1,1,1,1,1,1,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/README.md,https://github.com/google/adcase/blob/ecd878725c1e72fece62c11c484d5eea6b708db2/src/lib/adcase/formats/format_101-push/index_101-push.html#L16
