code_element,page_type,page_name,rev_1,doc_link,source_link
bundle_videos,repo,README.md,2,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/scripts/main.py#L78
main_path,repo,README.md,14,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/scripts/utils/generator.py#L80
nkata,repo,README.md,6,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/setup.py#L20
online_link,repo,README.md,18,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/tests/copy_files_test.py#L44
output_folder_name,repo,README.md,6,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/scripts/convert.py#L43
project_subtitle,repo,README.md,8,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/templates/homepage.html#L396
project_title,repo,README.md,8,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/templates/homepage.html#L395
sample_section,repo,README.md,4,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/config.yaml.example#L17
section_config,repo,README.md,9,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/tests/verifyconfig_test.py#L51
source_files,repo,README.md,4,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/config.yaml.example#L10
sub_title,repo,README.md,34,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/tests/transformvideo_test.py#L58
template_path,repo,README.md,8,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/scripts/bundle.py#L223
thumbnail_url,repo,README.md,22,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/templates/videos_list.html#L424
tracking_code,repo,README.md,51,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/tests/transformvideo_test.py#L34
video_name,repo,README.md,45,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/tests/transformvideo_test.py#L37
video_source,repo,README.md,18,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/tests/transformvideo_test.py#L76
video_subtitle,repo,README.md,13,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/tests/transformvideo_test.py#L35
video_summary,repo,README.md,12,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/tests/transformvideo_test.py#L36
videos_url,repo,README.md,4,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/README.md,https://github.com/google/offline-content-packager/blob/5a023eeeed4973e452309b434a59ce745487fdd6/third_party/nkata/scripts/utils/generator.py#L64
