code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,doc_link,source_link
HTMLElement.prototype,wiki,CustomElements.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,33,33,34,34,34,35,35,35,35,35,35,35,35,https://github.com/google/FakeMaker/wiki/CustomElements/76576af6825ee016cc7af18f3d0c95616a7ea55f,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/test/testTraceFunctions.html#L36
JS,wiki,CustomElements.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,36,36,36,36,36,39,39,39,39,39,39,39,39,https://github.com/google/FakeMaker/wiki/CustomElements/76576af6825ee016cc7af18f3d0c95616a7ea55f,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/third_party/traceur-compiler/third_party/codemirror-3.22/mode/tiddlywiki/index.html#L95
_callback_this,wiki,CustomElements.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/FakeMaker/wiki/CustomElements/76576af6825ee016cc7af18f3d0c95616a7ea55f,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/lib/FakePlayer.js#L74
createdCallback,wiki,CustomElements.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,16,16,16,16,16,10,10,10,10,10,10,10,10,https://github.com/google/FakeMaker/wiki/CustomElements/76576af6825ee016cc7af18f3d0c95616a7ea55f,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/test/testTraceFunctions.html#L37
createdCallback(),wiki,CustomElements.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/FakeMaker/wiki/CustomElements/76576af6825ee016cc7af18f3d0c95616a7ea55f,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/test/testTraceFunctions.html#L38
options.prototype,wiki,CustomElements.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,9,9,9,9,9,6,6,6,6,6,6,6,6,https://github.com/google/FakeMaker/wiki/CustomElements/76576af6825ee016cc7af18f3d0c95616a7ea55f,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/lib/FakePlayer.js#L246
registerElement,wiki,CustomElements.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,14,14,14,14,14,13,13,13,13,13,13,13,13,https://github.com/google/FakeMaker/wiki/CustomElements/76576af6825ee016cc7af18f3d0c95616a7ea55f,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/test/FakeMakerUnitTest.js#L1049
"registerElement(name, options)",wiki,CustomElements.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/FakeMaker/wiki/CustomElements/76576af6825ee016cc7af18f3d0c95616a7ea55f,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/lib/FakeMaker.js#L80
replay(),wiki,CustomElements.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/FakeMaker/wiki/CustomElements/76576af6825ee016cc7af18f3d0c95616a7ea55f,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/lib/FakePlayer.js#L88
this,wiki,CustomElements.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12104,12106,12106,12106,12106,12106,12095,12095,12112,12112,12116,12116,12116,12116,https://github.com/google/FakeMaker/wiki/CustomElements/76576af6825ee016cc7af18f3d0c95616a7ea55f,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/tools/ChromeJavaScriptBuiltIns.html#L11
DOM,wiki,Expandos.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,84,84,84,84,84,84,84,https://github.com/google/FakeMaker/wiki/Expandos/bc3b97d36418dc8f44be913ff7957fc14d7b2acf,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/tools/ChromeJavaScriptBuiltIns.html#L54
JS,wiki,Expandos.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,39,39,39,39,39,39,39,https://github.com/google/FakeMaker/wiki/Expandos/bc3b97d36418dc8f44be913ff7957fc14d7b2acf,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/third_party/traceur-compiler/third_party/codemirror-3.22/mode/tiddlywiki/index.html#L95
foo,wiki,Expandos.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,548,548,548,548,548,548,548,548,https://github.com/google/FakeMaker/wiki/Expandos/bc3b97d36418dc8f44be913ff7957fc14d7b2acf,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/third_party/traceur-compiler/third_party/codemirror-3.22/test/vim_test.js#L972
options.prototype,wiki,Expandos.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,6,6,6,6,6,6,https://github.com/google/FakeMaker/wiki/Expandos/bc3b97d36418dc8f44be913ff7957fc14d7b2acf,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/lib/FakePlayer.js#L246
this,wiki,Expandos.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12095,12095,12112,12112,12116,12116,12116,12116,https://github.com/google/FakeMaker/wiki/Expandos/bc3b97d36418dc8f44be913ff7957fc14d7b2acf,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/tools/ChromeJavaScriptBuiltIns.html#L11
FakeMaker,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,74,74,74,74,75,75,75,76,77,77,77,78,78,78,78,https://github.com/google/FakeMaker/wiki/Home/29449446e466ead9c7c38b8e0db22c55889a56c1,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/test/FakeMakerUnitTest.js#L24
DOM,wiki,Notes.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,86,86,85,85,85,85,85,.,.,.,.,.,.,.,.,https://github.com/google/FakeMaker/wiki/Notes/7483410980ab9a1f1d10484b6e88f52e9969d278,https://github.com/google/FakeMaker/blob/c118ee4f6dd4f1bd1ee5847da071655e4eebb645/extension/tools/ChromeJavaScriptBuiltIns.html#L54
JS,wiki,Notes.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,36,36,36,36,36,36,36,.,.,.,.,.,.,.,.,https://github.com/google/FakeMaker/wiki/Notes/7483410980ab9a1f1d10484b6e88f52e9969d278,https://github.com/google/FakeMaker/blob/c118ee4f6dd4f1bd1ee5847da071655e4eebb645/extension/third_party/traceur-compiler/third_party/codemirror-3.22/mode/tiddlywiki/index.html#L95
foo,wiki,Notes.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,548,548,548,548,548,548,548,548,.,.,.,.,.,.,.,.,https://github.com/google/FakeMaker/wiki/Notes/7483410980ab9a1f1d10484b6e88f52e9969d278,https://github.com/google/FakeMaker/blob/c118ee4f6dd4f1bd1ee5847da071655e4eebb645/extension/third_party/traceur-compiler/third_party/codemirror-3.22/test/vim_test.js#L972
options.prototype,wiki,Notes.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8,8,9,9,9,9,9,.,.,.,.,.,.,.,.,https://github.com/google/FakeMaker/wiki/Notes/7483410980ab9a1f1d10484b6e88f52e9969d278,https://github.com/google/FakeMaker/blob/c118ee4f6dd4f1bd1ee5847da071655e4eebb645/extension/lib/FakePlayer.js#L234
this,wiki,Notes.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12102,12105,12104,12106,12106,12106,12106,12106,.,.,.,.,.,.,.,.,https://github.com/google/FakeMaker/wiki/Notes/7483410980ab9a1f1d10484b6e88f52e9969d278,https://github.com/google/FakeMaker/blob/c118ee4f6dd4f1bd1ee5847da071655e4eebb645/extension/tools/ChromeJavaScriptBuiltIns.html#L11
DOM,wiki,Object-Recording.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,85,85,85,85,85,84,84,84,84,84,84,84,84,https://github.com/google/FakeMaker/wiki/Object-Recording/576630a44f781531858cfe185444680858d44a27,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/tools/ChromeJavaScriptBuiltIns.html#L54
FakeMaker,wiki,Object-Recording.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,74,74,75,75,75,76,77,77,77,78,78,78,78,https://github.com/google/FakeMaker/wiki/Object-Recording/576630a44f781531858cfe185444680858d44a27,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/test/FakeMakerUnitTest.js#L24
FakePlayer,wiki,Object-Recording.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,70,70,71,71,71,72,73,73,73,74,74,74,74,https://github.com/google/FakeMaker/wiki/Object-Recording/576630a44f781531858cfe185444680858d44a27,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/test/FakeMakerUnitTest.js#L30
__proto__,wiki,Object-Recording.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,64,64,65,63,63,66,66,66,66,66,66,66,66,https://github.com/google/FakeMaker/wiki/Object-Recording/576630a44f781531858cfe185444680858d44a27,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/third_party/traceur-compiler/test/feature/ComputedPropertyNames/ComputedPropertyNames.js#L30
_fake_object_ref,wiki,Object-Recording.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,14,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/google/FakeMaker/wiki/Object-Recording/576630a44f781531858cfe185444680858d44a27,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/lib/FakePlayer.js#L91
_fake_proto_,wiki,Object-Recording.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/FakeMaker/wiki/Object-Recording/576630a44f781531858cfe185444680858d44a27,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/lib/FakePlayer.js#L316
replay(),wiki,Object-Recording.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/FakeMaker/wiki/Object-Recording/576630a44f781531858cfe185444680858d44a27,https://github.com/google/FakeMaker/blob/69fcd73622c034ba52ff73a127e2d880f7a43620/extension/lib/FakePlayer.js#L88
