code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,doc_link,source_link
bin,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/tool/travis.sh#L1
dart:mirrors,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/bd9cb3abba89d440300a5203848009682de94132/lib/src/mirrors_helpers.dart#L12
foo.rules.values.forEach(serialization.addRule),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/lib/transformer.dart#L87
generate_standalone,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/test/transformer/generate_standalone.dart#L10
more_stuff,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/lib/transformer.dart#L66
package:my_package,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/lib/transformer.dart#L84
package:serialization,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,17,17,17,17,17,17,17,17,17,17,17,17,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/test/transformer/transformer_test.dart#L7
pubspec.yaml,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,code_element is a file name
readFromServer(personId),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/lib/transformer.dart#L93
sendToClient(serialization.write(somePerson),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/lib/transformer.dart#L89
serialization.read(data),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/lib/transformer.dart#L93
serialization.write(address),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/lib/serialization.dart#L25
serialization_mirrors,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/tool/travis.sh#L30
stuff.dart,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/lib/transformer.dart#L66
stuff_serialization_rules,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/0fee49d0dd215268a2fad5efabd277945d268529/lib/transformer.dart#L84
stuff_serialization_rules.dart,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/lib/transformer.dart#L84
test,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,73,77,79,82,82,82,82,82,82,100,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/tool/travis.sh#L31
test/transformer,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,8,8,8,8,8,8,8,8,8,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/tool/travis.sh#L39
then((data),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/lib/transformer.dart#L93
write(),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/serialization.dart/blob/f76475708439c2f4012bf4763c00f6a853aa41c2/README.md,https://github.com/google/serialization.dart/blob/098052efeb725d923e7f7512eec8db9e7354d3cd/lib/serialization.dart#L133
