code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,doc_link,source_link
converter/config.js,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,code_element is a file name
credentials.json,repo,README.md,2,2,2,2,2,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/index.js#L35
dfmqkE31vUtJJw1pq3EzSE4KVacSoxXI14,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L35
functions,repo,README.md,-,-,-,25,25,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/util/string.js#L21
functions/config.js,repo,README.md,4,4,4,4,4,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/index.js#L26
https://docs.google.com/spreadsheets/d/,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L23
project_id,repo,README.md,5,5,5,5,5,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/index.js#L34
rcJWwvX2RPjh_wFyL27FLibXU,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L37
sdk,repo,README.md,-,-,-,16,16,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/functions/package.json#L2
uiCpEEq0,repo,README.md,1,1,1,1,1,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/de6e1fcd26cd21f9af885ca9ed4ecc717bf09501/README.md,https://github.com/google/actions-on-google-flashcards-template-sdk/blob/e3770ee93e9cc5020c3e91574fdd4ebfa26c692d/converter/config.js#L26
