code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,doc_link,source_link
cloudReference,repo,README.md,2,2,2,2,2,2,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp/CloudFileUploader.swift#L32
cloudUploader,repo,README.md,17,17,17,17,17,17,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/Tests/SwiftLogFireCloudTests/SwiftLogManagerTests.swift#L29
completion(.failure(CloudUploadError.failedToUpload(localFile),repo,README.md,3,3,3,3,3,3,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/Tests/SwiftLogFireCloudTests/FakeClientCloudUploader.swift#L38
completion(.success(localFile),repo,README.md,2,2,2,2,2,2,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/Tests/SwiftLogFireCloudTests/FakeClientCloudUploader.swift#L34
didFinishLaunchingWithOptions,repo,README.md,2,2,2,2,2,2,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp/AppDelegate.swift#L17
iOS,repo,README.md,3,3,3,3,9,3,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp/Base.lproj/Main.storyboard#L2
init(storage: Storage),repo,README.md,1,1,1,1,1,1,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp/CloudFileUploader.swift#L25
localFileSizeThresholdToPushToCloud,repo,README.md,28,28,28,28,28,28,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/Tests/SwiftLogFireCloudTests/SwiftLogManagerTests.swift#L27
logToCloud,repo,README.md,24,24,24,24,24,24,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/Tests/SwiftLogFireCloudTests/SwiftLogManagerTests.swift#L27
logToCloudOnSimulator,repo,README.md,15,15,15,15,15,15,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/Tests/SwiftLogFireCloudTests/SwiftLogManagerTests.swift#L29
logUploader,repo,README.md,3,3,3,3,3,3,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp/AppDelegate.swift#L15
master,repo,README.md,1,1,1,1,1,1,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp.xcodeproj/project.pbxproj#L388
print(error.localizedDescription),repo,README.md,3,3,3,3,3,3,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/Tests/SwiftLogFireCloudTests/TestFileSystemHelpers.swift#L94
"putFile(from: localFile.fileURL, metadata: nil)",repo,README.md,1,1,1,1,1,1,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp/CloudFileUploader.swift#L33
self.storage.reference(),repo,README.md,1,1,1,1,1,1,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp/CloudFileUploader.swift#L31
storageReference,repo,README.md,1,1,1,1,1,1,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp/CloudFileUploader.swift#L31
storageReference.child(cloudPath),repo,README.md,1,1,1,1,1,1,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp/CloudFileUploader.swift#L32
swiftLogFileCloudManager,repo,README.md,4,4,4,4,4,4,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/Tests/SwiftLogFireCloudTests/SwiftLogFireCloudTests.swift#L42
uploadFile,repo,README.md,2,2,2,2,2,2,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/Tests/SwiftLogFireCloudTests/FakeClientCloudUploader.swift#L29
"uploadFile(from localFile: LocalLogFile, to cloudPath: String, completion: @escaping (Result<LocalLogFile, CloudUploadError>)",repo,README.md,2,2,2,2,2,2,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp/CloudFileUploader.swift#L29
uploadTask,repo,README.md,1,1,1,1,1,1,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp/CloudFileUploader.swift#L33
uploadTask.observe(.failure),repo,README.md,1,1,1,1,1,1,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp/CloudFileUploader.swift#L42
uploadTask.observe(.success),repo,README.md,1,1,1,1,1,1,https://github.com/google/swiftlogfirecloud/blob/f74e151e8cf15d478f9aa595f4fb16564dd1deea/README.md,https://github.com/google/swiftlogfirecloud/blob/0b1d90eefa81866038f6321f2c50b29b926aa2a3/SwiftLogFireCloudExampleApp/SwiftLogFireCloudExampleApp/CloudFileUploader.swift#L39
