code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
OR,repo,README.md,7,7,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_token_binding_module.h#L12
Secure,repo,README.md,5,5,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_http_token_binding_module.c#L649
TLS,repo,README.md,2,2,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_http_token_binding_module.c#L197
WARRANTIES,repo,README.md,7,7,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_token_binding_module.h#L12
WITHOUT,repo,README.md,7,7,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_token_binding_module.h#L12
http,repo,README.md,8,8,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_token_binding_module.h#L8
http_ssl_module,repo,README.md,1,1,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/config#L77
nginx,repo,README.md,4,4,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/BUILD#L19
ngx_token_binding,repo,README.md,1,1,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/config#L15
none,repo,README.md,1,1,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_http_token_binding_module.c#L1094
server,repo,README.md,3,3,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_http_token_binding_module.c#L108
token_bind,repo,README.md,16,18,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/config#L30
token_binding,repo,README.md,4,4,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_token_binding_module.c#L31
token_binding_cookie,repo,README.md,2,2,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_http_token_binding_module.c#L83
token_binding_secret,repo,README.md,2,2,https://github.com/google/ngx_token_binding/blob/fb6408a40ff8d354c788888366efbd081f486ce4/README.md,https://github.com/google/ngx_token_binding/blob/f2181c0fd37ff40e7035fa476d4786d506254dc8/src/ngx_http_token_binding_module.c#L90
