code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,doc_link,source_link
@checkers.test,repo,README.md,0,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_test.py#L23
@checkers.test_suites,repo,README.md,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/modules_test.py#L25
Calculator,repo,README.md,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/parameterization_example_test.py#L19
Calculator(),repo,README.md,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/parameterization_example_test.py#L62
Calculator(object),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/calculator.py#L18
"Parameterization('1_1_2', {'x': 1, 'y': 1, 'expected': 2})",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/parameterization_example_test.py#L53
"Parameterization('2_2_4', {'x': 2, 'y': 2, 'expected': 4})",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/parameterization_example_test.py#L54
"Parameterization('2_n1_1', {'x': 2, 'y': -1, 'expected': 1})",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/parameterization_example_test.py#L56
"Parameterization('4_8_12', {'x': 4, 'y': 8, 'expected': 12})",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/parameterization_example_test.py#L55
PyHamcrest,repo,README.md,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/asserts/__init__.py#L18
PyUnit,repo,README.md,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/runners/pyunit/pyunit.py#L15
TODO(barkimedes),repo,README.md,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_test.py#L61
TestRun.from_module,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_run_test.py#L28
TestSuite.from_module,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_suite_test.py#L29
ZeroDivisionError,repo,README.md,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L64
__class__,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L35
__main__,repo,README.md,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_test.py#L65
__name__,repo,README.md,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_test.py#L65
"add(2, 2)",repo,README.md,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L70
"add(4, 8)",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L84
"add(self, x, y)",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/calculator.py#L21
"add(x, y)",repo,README.md,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/parameterization.py#L31
are_equal,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/asserts/__init__.py#L65
are_not_equal,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/asserts/__init__.py#L73
are_not_same,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/asserts/__init__.py#L140
are_same,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/asserts/__init__.py#L132
assert,repo,README.md,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/asserts/__init__.py#L18
asserts.are_equal,repo,README.md,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_test.py#L26
asserts.are_not_equal,repo,README.md,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/asserts/asserts_test.py#L117
asserts.are_not_same,repo,README.md,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/asserts/asserts_test.py#L217
asserts.are_same,repo,README.md,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_case_test.py#L40
asserts.expect_exception,repo,README.md,-,-,-,-,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_test.py#L51
asserts.has_length,repo,README.md,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_case_test.py#L74
asserts.is_in,repo,README.md,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_suite_test.py#L48
asserts.is_none(None),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/asserts/asserts_test.py#L181
asserts.is_not_in,repo,README.md,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/asserts/asserts_test.py#L143
asserts.is_raised,repo,README.md,0,16,16,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/4e6c4797a2305ccb901296a311fd5af12ff3edd1/python/tests/test_test.py#L51
assexpect_exceptioncted_exception(ZeroDivisionError),repo,README.md,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6ea7fd418ff8346ca5fddd18ec33544a309e24f8/python/examples/fixtures_test.py#L65
build_add_params(),repo,README.md,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/parameterization_example_test.py#L46
calculator,repo,README.md,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/parameterization.py#L30
calculator.py,repo,README.md,0,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/BUILD#L68
celebrate_evenness(context),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L49
checkers.Context,repo,README.md,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_case_test.py#L25
checkers.TestRun,repo,README.md,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/runners/pyunit/pyunit.py#L247
checkers.TestSuite,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/suite_example_test.py#L49
checkers.asserts,repo,README.md,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/setup.py#L31
checkers.runners.pyunit,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/setup.py#L34
context,repo,README.md,0,46,46,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,47,47,47,47,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_case_test.py#L41
context.test_case,repo,README.md,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/runners/pyunit/pyunit.py#L88
create_test_run(),repo,README.md,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/suite_example_test.py#L46
curse_oddness(context),repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/fixtures_test.py#L53
"divide(self, x, y)",repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/calculator.py#L30
expect_exception,repo,README.md,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/asserts/__init__.py#L26
fixtures_test,repo,README.md,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/examples/BUILD#L65
full_name,repo,README.md,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_test.py#L27
has_length,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/asserts/__init__.py#L148
in,repo,README.md,24,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/setup.py#L4
is,repo,README.md,9,125,125,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/setup.py#L10
is_empty,repo,README.md,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_test.py#L29
is_false,repo,README.md,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/asserts/asserts_test.py#L91
is_in,repo,README.md,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/asserts/__init__.py#L81
is_none,repo,README.md,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/checkers/blob/0e7a719a95187b2aab48dd32d3ba4879d2a6ca04/README.md,https://github.com/google/checkers/blob/6589ae2cb58d8e7a2db7d8f9417056fc593301ab/python/checkers/tests/test_suite_test.py#L39
