code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,doc_link,source_link
#set,repo,README.md,98,101,92,92,92,92,98,98,98,98,99,102,102,102,102,102,102,102,102,110,117,119,129,129,129,129,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L315
#{set},repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L188
$,repo,README.md,36,48,42,42,42,42,42,42,42,42,40,40,40,40,40,40,44,45,46,53,53,55,55,55,55,55,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L199
$!,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,7,7,7,7,7,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L231
$!foo,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L1135
$FOO,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L101
$Foo,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L101
$Objects,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L317
$allProducts,repo,README.md,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L225
$callme,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L370
$condition,repo,README.md,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L196
$data,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L160
$foo,repo,README.md,11,16,10,10,10,10,9,9,9,14,14,14,14,14,14,14,14,14,24,35,40,41,41,41,41,41,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L229
$foreach,repo,README.md,5,5,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/main/java/com/google/escapevelocity/MethodFinder.java#L112
$foreach.hasNext,repo,README.md,11,11,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L829
$foreach.index,repo,README.md,-,-,-,-,-,-,-,-,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L866
$hello,repo,README.md,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L280
$i,repo,README.md,14,14,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,12,12,12,12,12,12,12,12,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L323
$indexme,repo,README.md,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L139
$indexme.get($i),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L144
$indexme[$i],repo,README.md,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L139
$j,repo,README.md,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/main/java/com/google/escapevelocity/ReferenceNode.java#L33
$language,repo,README.md,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L57
$list,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,26,28,28,39,39,39,39,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L282
$list[-1],repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L428
$map,repo,README.md,9,9,8,8,8,8,16,16,16,16,16,16,16,16,16,16,16,16,16,20,20,22,26,26,26,26,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L287
"$methods.doSomething(""foo"")",repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L307
$n,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L540
$original,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L57
$product,repo,README.md,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L225
$purchase,repo,README.md,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L115
$purchase.Total,repo,README.md,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L115
$purchase.getTotal(),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L134
$reference,repo,README.md,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/41e1baa2107aeae15ea258a24cd0c2c5acab8317/src/main/java/com/google/escapevelocity/Node.java#L37
$translated,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L57
$var,repo,README.md,4,4,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/main/java/com/google/escapevelocity/Template.java#L39
$world,repo,README.md,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L280
${foo},repo,README.md,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L199
${purchase.Total}.nonProperty,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L123
${purchase.getTotal()},repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L135
${purchase}.Total,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L121
${purchase}.getTotal(),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L135
%,repo,README.md,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L579
&&,repo,README.md,19,24,23,23,23,23,27,27,27,27,29,29,29,29,29,29,29,29,31,31,31,29,29,29,29,29,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L641
'this,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L180
),repo,README.md,1021,1115,1022,1022,1022,1024,1198,1198,1195,1195,1209,1195,1195,1195,1195,1195,1196,1196,1294,1346,1372,1425,1508,1510,1510,1510,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L4
*,repo,README.md,1084,1388,1103,1103,1103,1114,1199,1199,1199,1232,1228,1177,1177,1177,1177,1177,1179,1179,1204,1230,1235,1235,1252,1252,1252,1252,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L1
+,repo,README.md,218,226,219,219,219,219,232,232,231,232,226,225,225,225,225,225,225,225,261,267,269,268,275,275,275,275,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L114
-,repo,README.md,75,77,69,69,69,69,78,78,78,78,74,71,71,71,71,71,78,79,81,83,82,79,86,86,86,86,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L94
-100,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L172
.,repo,README.md,191,207,128,128,128,131,139,139,139,141,140,139,139,139,139,139,139,139,144,147,146,154,176,176,176,176,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L99
...,repo,README.md,-,-,10,10,10,10,11,11,11,11,10,11,11,11,11,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/main/java/com/google/escapevelocity/Template.java#L39
.getResource(resourceName),repo,README.md,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/main/java/com/google/escapevelocity/Template.java#L55
.vm,repo,README.md,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/Reparser.java#L253
/,repo,README.md,468,531,456,457,457,457,507,507,507,515,502,493,493,493,493,493,494,494,510,540,548,562,576,576,576,576,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L1
23,repo,README.md,19,21,20,20,20,20,26,26,26,26,24,24,22,22,22,22,22,22,25,32,32,32,32,28,28,28,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L309
<,repo,README.md,108,108,102,104,105,105,115,115,115,119,111,113,113,113,113,113,113,113,115,125,125,131,132,132,132,132,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L114
<=,repo,README.md,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L712
==,repo,README.md,84,95,88,88,88,88,89,89,89,89,86,86,86,86,86,86,86,86,94,121,123,119,125,125,125,125,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L493
>,repo,README.md,148,149,135,135,135,135,164,164,162,162,157,152,152,152,152,152,152,152,153,159,159,163,171,171,171,171,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L93
>=,repo,README.md,12,12,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,14,13,13,13,13,13,13,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L623
API,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L26
